participant_id_dataset,semester_id,date,year,academic_year,semester,days_since_semester_start,first_day_of_the_semester,dataset_of_origin,neuroticism_score,conscientiousness_score,openness_score,extraversion_score,agreeableness_score,grit_score,conscience_score,meta_cog,mindset_score,SC0,SC1,SC2,SC3,SC4,SC10,SC11,SC12,SC13,dataset,raven_version,raven_hit_rate,raven_total_duration,ucmrt_version,ucmrt_hit_rate,ucmrt_total_duration
1103,Summer-2020-8,2020-07-29,2020,2019-2020,Summer,44,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,8,535,NA,NA,NA
1094,Summer-2020-8,2020-07-29,2020,2019-2020,Summer,44,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,5,271,NA,NA,NA
1034,Summer-2020-8,2020-07-29,2020,2019-2020,Summer,44,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,7,250,NA,NA,NA
1066,Summer-2020-8,2020-07-29,2020,2019-2020,Summer,44,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,2,319,NA,NA,NA
1105,Summer-2020-8,2020-07-29,2020,2019-2020,Summer,44,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,469,NA,NA,NA
1063,Summer-2020-8,2020-07-29,2020,2019-2020,Summer,44,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,4,324,NA,NA,NA
1031,Summer-2020-8,2020-07-30,2020,2019-2020,Summer,45,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,8,396,NA,NA,NA
1096,Summer-2020-8,2020-07-30,2020,2019-2020,Summer,45,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,12,457,NA,NA,NA
1040,Summer-2020-8,2020-07-30,2020,2019-2020,Summer,45,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,10,303,NA,NA,NA
1095,Summer-2020-8,2020-07-30,2020,2019-2020,Summer,45,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,14,461,NA,NA,NA
1047,Summer-2020-8,2020-07-30,2020,2019-2020,Summer,45,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,3,93,NA,NA,NA
1061,Summer-2020-8,2020-07-30,2020,2019-2020,Summer,45,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,5,229,NA,NA,NA
1064,Summer-2020-8,2020-07-30,2020,2019-2020,Summer,45,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,7,340,NA,NA,NA
1037,Summer-2020-8,2020-07-30,2020,2019-2020,Summer,45,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,2,315,NA,NA,NA
1085,Summer-2020-8,2020-07-30,2020,2019-2020,Summer,45,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,13,448,NA,NA,NA
1102,Summer-2020-8,2020-07-30,2020,2019-2020,Summer,45,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,365,NA,NA,NA
1106,Summer-2020-8,2020-07-30,2020,2019-2020,Summer,45,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,7,594,NA,NA,NA
1032,Summer-2020-8,2020-07-30,2020,2019-2020,Summer,45,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,7,261,NA,NA,NA
1032,Summer-2020-8,2020-07-30,2020,2019-2020,Summer,45,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,7,230,NA,NA,NA
1036,Summer-2020-8,2020-07-31,2020,2019-2020,Summer,46,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,12,391,NA,NA,NA
1060,Summer-2020-8,2020-07-31,2020,2019-2020,Summer,46,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,1,152,NA,NA,NA
1057,Summer-2020-8,2020-07-31,2020,2019-2020,Summer,46,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,8,163,NA,NA,NA
1068,Summer-2020-8,2020-07-31,2020,2019-2020,Summer,46,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,6,297,NA,NA,NA
1052,Summer-2020-8,2020-07-31,2020,2019-2020,Summer,46,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,1,138,NA,NA,NA
1070,Summer-2020-8,2020-07-31,2020,2019-2020,Summer,46,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,4,180,NA,NA,NA
1072,Summer-2020-8,2020-07-31,2020,2019-2020,Summer,46,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,5,271,NA,NA,NA
1027,Summer-2020-8,2020-08-03,2020,2019-2020,Summer,49,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,363,NA,NA,NA
1044,Summer-2020-8,2020-08-03,2020,2019-2020,Summer,49,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,8,250,NA,NA,NA
1078,Summer-2020-8,2020-08-04,2020,2019-2020,Summer,50,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,7,225,NA,NA,NA
1108,Summer-2020-8,2020-08-04,2020,2019-2020,Summer,50,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,0,213,NA,NA,NA
1074,Summer-2020-8,2020-08-04,2020,2019-2020,Summer,50,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,4,128,NA,NA,NA
1054,Summer-2020-8,2020-08-04,2020,2019-2020,Summer,50,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,4,326,NA,NA,NA
1110,Summer-2020-8,2020-08-04,2020,2019-2020,Summer,50,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,346,NA,NA,NA
1107,Summer-2020-8,2020-08-04,2020,2019-2020,Summer,50,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,12,577,NA,NA,NA
1075,Summer-2020-8,2020-08-04,2020,2019-2020,Summer,50,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,8,145,NA,NA,NA
1045,Summer-2020-8,2020-08-05,2020,2019-2020,Summer,51,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,10,511,NA,NA,NA
1040,Summer-2020-8,2020-08-05,2020,2019-2020,Summer,51,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,563,NA,NA,NA
1040,Summer-2020-8,2020-08-05,2020,2019-2020,Summer,51,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,11,304,NA,NA,NA
1086,Summer-2020-8,2020-08-05,2020,2019-2020,Summer,51,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,4,143,NA,NA,NA
1109,Summer-2020-8,2020-08-05,2020,2019-2020,Summer,51,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,6,410,NA,NA,NA
1088,Summer-2020-8,2020-08-05,2020,2019-2020,Summer,51,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,3,328,NA,NA,NA
1077,Summer-2020-8,2020-08-06,2020,2019-2020,Summer,52,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,6,306,NA,NA,NA
1050,Summer-2020-8,2020-08-06,2020,2019-2020,Summer,52,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,7,489,NA,NA,NA
1076,Summer-2020-8,2020-08-06,2020,2019-2020,Summer,52,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,5,223,NA,NA,NA
1031,Summer-2020-8,2020-08-06,2020,2019-2020,Summer,52,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,535,NA,NA,NA
1111,Summer-2020-8,2020-08-06,2020,2019-2020,Summer,52,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,4,476,NA,NA,NA
1084,Summer-2020-8,2020-08-06,2020,2019-2020,Summer,52,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,8,372,NA,NA,NA
1089,Summer-2020-8,2020-08-06,2020,2019-2020,Summer,52,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,3,196,NA,NA,NA
1087,Summer-2020-8,2020-08-06,2020,2019-2020,Summer,52,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,5,334,NA,NA,NA
1073,Summer-2020-8,2020-08-07,2020,2019-2020,Summer,53,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,4,328,NA,NA,NA
1037,Summer-2020-8,2020-08-07,2020,2019-2020,Summer,53,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,5,233,NA,NA,NA
1046,Summer-2020-8,2020-08-07,2020,2019-2020,Summer,53,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,482,NA,NA,NA
1041,Summer-2020-8,2020-08-07,2020,2019-2020,Summer,53,2020-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,346,NA,NA,NA
1044,NA,2020-08-10,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,4,203,NA,NA,NA
1094,NA,2020-08-10,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,4,129,NA,NA,NA
1056,NA,2020-08-10,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,4,313,NA,NA,NA
1047,NA,2020-08-11,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,9,152,NA,NA,NA
1038,NA,2020-08-11,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,10,383,NA,NA,NA
1114,NA,2020-08-11,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,8,280,NA,NA,NA
1045,NA,2020-08-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,10,450,NA,NA,NA
1060,NA,2020-08-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,2,298,NA,NA,NA
1093,NA,2020-08-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,7,230,NA,NA,NA
1097,NA,2020-08-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,7,217,NA,NA,NA
1053,NA,2020-08-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,2,443,NA,NA,NA
1090,NA,2020-08-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,5,307,NA,NA,NA
1113,NA,2020-08-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,10,564,NA,NA,NA
1103,NA,2020-08-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,2,294,NA,NA,NA
1042,NA,2020-08-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,11,544,NA,NA,NA
1035,NA,2020-08-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,4,438,NA,NA,NA
1055,NA,2020-08-12,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,12,317,NA,NA,NA
1059,NA,2020-08-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,8,747,NA,NA,NA
1046,NA,2020-08-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,8,328,NA,NA,NA
1050,NA,2020-08-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,458,NA,NA,NA
1049,NA,2020-08-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,8,389,NA,NA,NA
1099,NA,2020-08-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,3,282,NA,NA,NA
1061,NA,2020-08-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,11,392,NA,NA,NA
1066,NA,2020-08-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,8,456,NA,NA,NA
1085,NA,2020-08-13,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,7,248,NA,NA,NA
1104,NA,2020-08-14,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,3,186,NA,NA,NA
1095,NA,2020-08-14,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,8,145,NA,NA,NA
1067,NA,2020-08-14,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,565,NA,NA,NA
1056,NA,2020-08-17,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,8,286,NA,NA,NA
1096,NA,2020-08-17,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,5,331,NA,NA,NA
1058,NA,2020-08-18,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,6,235,NA,NA,NA
1041,NA,2020-08-18,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,8,394,NA,NA,NA
1042,NA,2020-08-18,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,11,579,NA,NA,NA
1061,NA,2020-08-18,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,10,432,NA,NA,NA
1102,NA,2020-08-18,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,4,211,NA,NA,NA
1105,NA,2020-08-18,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,5,187,NA,NA,NA
1047,NA,2020-08-19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,7,165,NA,NA,NA
1053,NA,2020-08-19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,6,388,NA,NA,NA
1088,NA,2020-08-19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,7,542,NA,NA,NA
1082,NA,2020-08-19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,2,140,NA,NA,NA
1091,NA,2020-08-19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,6,211,NA,NA,NA
1038,NA,2020-08-19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,8,250,NA,NA,NA
1100,NA,2020-08-19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,4,306,NA,NA,NA
1067,NA,2020-08-19,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,12,493,NA,NA,NA
1059,NA,2020-08-20,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,11,409,NA,NA,NA
1063,NA,2020-08-20,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,8,568,NA,NA,NA
1055,NA,2020-08-20,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,4,107,NA,NA,NA
1076,NA,2020-08-20,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,5,291,NA,NA,NA
1078,NA,2020-08-20,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,11,393,NA,NA,NA
1049,NA,2020-08-20,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,6,227,NA,NA,NA
1066,NA,2020-08-20,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,6,340,NA,NA,NA
1115,NA,2020-08-20,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,9,315,NA,NA,NA
1068,NA,2020-08-20,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,10,623,NA,NA,NA
1110,NA,2020-08-20,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,3,158,NA,NA,NA
1072,NA,2020-08-20,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,439,NA,NA,NA
1070,NA,2020-08-20,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,8,353,NA,NA,NA
1075,NA,2020-08-21,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,481,NA,NA,NA
1064,NA,2020-08-21,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,10,580,NA,NA,NA
1109,NA,2020-08-21,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,5,242,NA,NA,NA
1089,NA,2020-08-21,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,9,314,NA,NA,NA
1035,NA,2020-08-21,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,5,504,NA,NA,NA
1116,NA,2020-08-24,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,7,579,NA,NA,NA
1074,NA,2020-08-24,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,6,273,NA,NA,NA
1111,NA,2020-08-24,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,4,175,NA,NA,NA
1060,NA,2020-08-25,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,4,367,NA,NA,NA
1078,NA,2020-08-25,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,13,369,NA,NA,NA
1088,NA,2020-08-25,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,6,457,NA,NA,NA
1075,NA,2020-08-25,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,12,268,NA,NA,NA
1107,NA,2020-08-25,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,C,7,353,NA,NA,NA
1118,NA,2020-08-25,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,6,342,NA,NA,NA
1087,NA,2020-08-25,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,9,572,NA,NA,NA
1084,NA,2020-08-25,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,D,2,161,NA,NA,NA
1058,NA,2020-08-26,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,B,5,295,NA,NA,NA
1073,NA,2020-08-26,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raven,A,8,584,NA,NA,NA
