participant_id,participant_id_dataset,semester_id,date,year,academic_year,semester,days_since_semester_start,first_day_of_the_semester,dataset_of_origin,source,grit_overall,matrices_hit_rate,ucmrt_hit_rate,sandia_matrices_hit_rate,neuroticism_score,extraversion_score,conscientiousness_score,openness_score,agreeableness_score,adhd_clinical,adhd_total,growth_mindset_score,grit_1,grit_2,grit_3,grit_4,grit_5,grit_6,grit_7,grit_8,adhd_1,adhd_2,adhd_3,adhd_4,adhd_5,adhd_6,neo_pi_1,neo_pi_2,neo_pi_3,neo_pi_4,neo_pi_5,neo_pi_6,neo_pi_7,neo_pi_8,neo_pi_9,neo_pi_10,neo_pi_11,neo_pi_12,neo_pi_13,neo_pi_14,neo_pi_15,neo_pi_16,neo_pi_17,neo_pi_18,neo_pi_19,neo_pi_20,neo_pi_21,neo_pi_22,neo_pi_23,neo_pi_24,neo_pi_25,neo_pi_26,neo_pi_27,neo_pi_28,neo_pi_29,neo_pi_30,neo_pi_31,neo_pi_32,neo_pi_33,neo_pi_34,neo_pi_35,neo_pi_36,neo_pi_37,neo_pi_38,neo_pi_39,neo_pi_40,neo_pi_41,neo_pi_42,neo_pi_43,neo_pi_44,neo_pi_45,neo_pi_46,neo_pi_47,neo_pi_48,neo_pi_49,neo_pi_50,growth_mind_set_1,growth_mind_set_2,growth_mind_set_3,growth_mind_set_4,growth_mind_set_5,growth_mind_set_6,growth_mind_set_7,growth_mind_set_8,catch_question,catch_question_1,catch_question_2,ucmrt_1,ucmrt_2,ucmrt_3,ucmrt_4,ucmrt_5,ucmrt_6,ucmrt_7,ucmrt_8,ucmrt_9,sandia_matrices_1,sandia_matrices_2,sandia_matrices_4,sandia_matrices_5,sandia_matrices_6,sandia_matrices_7,sandia_matrices_8,sandia_matrices_9,sandia_matrices_3,grit_interest,grit_effort,adhd_1_sig,adhd_2_sig,adhd_3_sig,adhd_4_sig,adhd_5_sig,adhd_6_sig,sandia_1_correct,sandia_2_correct,sandia_3_correct,sandia_4_correct,sandia_5_correct,sandia_6_correct,sandia_7_correct,sandia_8_correct,sandia_9_correct,ucmrt_1_correct,ucmrt_2_correct,ucmrt_3_correct,ucmrt_4_correct,ucmrt_5_correct,ucmrt_6_correct,ucmrt_7_correct,ucmrt_8_correct,ucmrt_9_correct
SEP_3_0176,R_3p2YnegJYE1hsgg,Fall-2019,2019-09-19T19:39:10Z,2019,2019-2020,Fall,16,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.5,0.833333333,1,0.666666667,2.6,3.5,2.8,4.9,3.8,0,2,3.75,3,3,3,4,3,3,2,3,2,2,3,3,4,3,3,5,4,5,4,1,4,5,3,3,4,4,4,3,3,3,4,5,1,5,2,4,1,3,5,4,3,2,3,4,2,1,4,3,2,4,1,4,2,2,5,2,4,4,1,2,2,4,4,3,4,5,3,4,4,4,4,4,4,5,2,5,7,6,2,1,8,2,6,5,8,7,6,6,2,7,5,7,5,3,2,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
SEP_3_0177,R_3hurmYyScBFRP1v,Fall-2019,2019-09-20T10:13:05Z,2019,2019-2020,Fall,16,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.75,0.444444444,0.666666667,0.222222222,2.8,3.5,3.2,2.9,3,0,1,4.875,1,1,2,1,3,2,2,2,1,2,3,2,3,2,1,3,4,2,4,2,3,4,3,2,1,2,4,3,3,4,3,3,2,2,2,3,2,2,5,2,2,2,2,3,3,5,2,2,2,3,4,2,2,3,2,1,2,2,2,2,2,2,3,2,6,2,4,3,3,4,5,2,4,5,2,5,7,6,2,5,8,7,6,2,8,7,3,8,8,5,4,5,4,2,3.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0
SEP_3_0178,R_2aS4PLRrkgfvfUk,Fall-2019,2019-09-23T15:27:36Z,2019,2019-2020,Fall,20,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.75,1,1,1,2.9,3.9,3.3,3.2,3.6,1,4,5,1,3,2,1,2,3,1,1,3,2,1,5,4,5,3,4,3,2,5,2,5,3,4,3,4,3,3,4,3,4,2,5,3,1,2,2,3,2,3,4,4,4,2,3,2,4,4,3,3,5,3,4,3,3,4,1,4,5,2,3,2,4,4,3,3,2,5,3,5,3,5,2,4,5,2,5,7,6,2,1,8,2,6,5,8,7,5,6,5,7,5,6,5,2,3.5,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SEP_3_0179,R_2XcYQElnuNPeNqj,Fall-2019,2019-09-23T15:41:45Z,2019,2019-2020,Fall,20,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.375,0.666666667,0.777777778,0.555555556,2.8,3.6,3.4,4,3.9,1,5,6.375,2,3,1,1,2,3,3,2,3,3,2,4,4,4,3,2,4,4,3,2,3,2,4,3,2,4,4,2,4,3,4,4,1,2,4,3,2,2,4,5,3,4,2,3,2,2,4,4,2,4,2,3,2,2,3,2,4,4,2,3,4,4,3,3,6,1,6,1,6,1,6,2,4,5,2,5,7,6,2,1,5,1,6,5,8,6,1,6,5,7,7,5,5,2,2.75,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1
SEP_3_0180,R_12QnOX4PpKLCVNo,Fall-2019,2019-09-24T15:35:44Z,2019,2019-2020,Fall,21,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.125,0.611111111,0.666666667,0.555555556,2.9,3.2,2.8,3,3,1,5,3.75,1,3,2,2,2,1,2,2,4,4,4,4,4,2,2,4,4,5,5,4,4,4,4,2,4,2,2,3,3,2,2,3,4,3,3,2,4,4,4,3,4,3,4,3,4,3,3,4,4,4,3,4,2,2,4,2,4,4,4,4,4,4,4,4,3,3,2,3,2,3,2,2,4,5,2,7,7,6,2,1,5,1,6,5,8,7,6,6,2,7,6,5,5,1.5,2.75,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1
SEP_3_0181,R_3CHnJHK54anDcE0,Fall-2019,2019-09-24T16:35:35Z,2019,2019-2020,Fall,21,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.875,0.277777778,0.333333333,0.222222222,3.3,2.9,2.6,3.2,4.1,0,0,NA,2,3,3,2,4,3,2,2,2,2,1,3,2,2,3,2,4,4,4,2,2,3,3,2,4,2,3,4,5,2,3,4,2,2,1,2,3,5,2,4,3,3,4,5,3,5,4,2,4,4,2,4,1,1,4,4,3,3,1,4,3,5,3,3,6,1,5,NA,6,2,4,2,4,5,2,6,2,6,8,1,7,1,6,2,8,1,4,6,2,8,8,4,6,3,2.75,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
SEP_3_0182,R_2S96R7pEmqBtNZC,Fall-2019,2019-09-25T22:35:03Z,2019,2019-2020,Fall,22,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,3.125,0.555555556,0.555555556,0.555555556,2.4,4.3,4.3,3.2,3.6,0,3,6,1,2,3,1,3,3,1,1,2,2,3,2,5,5,2,4,3,2,5,3,5,4,3,2,2,1,2,3,2,4,4,5,2,1,4,2,2,2,4,4,2,5,5,2,2,5,5,4,1,4,3,5,2,2,5,2,4,5,2,1,1,5,5,2,7,3,5,2,6,1,7,3,4,5,2,5,2,1,8,1,3,2,6,5,8,7,8,6,8,7,3,7,5,2.5,3.75,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1
SEP_3_0183,R_3OdlDhMZfgrSoZ2,Fall-2019,2019-09-26T14:50:11Z,2019,2019-2020,Fall,23,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.875,0.777777778,1,0.555555556,2.4,2.7,3.6,3.2,3.4,0,3,4.875,3,2,2,2,3,3,2,2,3,2,3,3,4,3,2,2,2,4,3,3,4,4,4,3,3,2,2,4,2,3,3,3,2,2,2,3,3,4,3,4,2,4,4,3,2,4,3,2,2,3,2,4,2,2,4,3,4,4,2,4,2,4,2,3,5,3,4,2,5,4,5,3,4,5,2,5,7,6,2,1,8,2,6,5,8,7,2,6,2,8,5,5,5,2.75,3,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
SEP_3_0184,R_3Maiv6rwKsnb1eP,Fall-2019,2019-09-26T15:09:52Z,2019,2019-2020,Fall,23,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,3,0.777777778,1,0.555555556,2.5,2.6,3.9,3.2,3.5,0,1,4.125,3,2,3,2,3,3,2,2,2,2,2,3,4,2,2,2,2,4,3,3,4,4,4,2,3,2,2,3,2,4,4,3,2,2,2,3,4,4,2,4,2,4,4,2,2,2,2,2,2,3,2,4,2,2,4,4,4,4,2,4,2,4,2,2,5,4,3,3,4,5,5,4,4,5,2,5,7,6,2,1,8,2,6,5,8,7,2,6,2,8,5,5,5,3,3,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
SEP_3_0185,R_1QhZdEH9LX54AxS,Fall-2019,2019-09-27T13:42:19Z,2019,2019-2020,Fall,24,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.5,0.944444444,1,0.888888889,3.4,3.6,3.5,4.1,4,0,1,6,3,4,3,2,3,2,3,2,2,2,1,3,4,2,3,3,4,5,4,2,2,2,3,2,1,3,4,2,3,2,3,4,1,2,3,2,2,3,4,3,3,4,4,2,1,2,4,2,2,4,1,3,3,2,3,2,3,3,1,3,4,5,3,2,6,2,6,2,6,2,6,2,4,5,2,5,7,6,2,1,8,2,6,5,8,7,2,6,5,7,5,6,5,2.75,2.25,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SEP_3_0186,R_2aW6MTUchucT5B8,Fall-2019,2019-09-27T16:36:48Z,2019,2019-2020,Fall,24,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.875,0.833333333,0.888888889,0.777777778,3.2,2.7,3.8,4.1,3.6,0,1,5.5,3,4,3,2,4,3,2,2,2,2,5,2,3,3,4,1,3,5,2,5,4,3,3,2,2,4,3,4,5,1,4,4,2,2,3,2,1,3,5,3,1,4,4,2,1,1,2,1,3,3,1,2,2,3,3,2,4,4,1,3,2,4,2,1,6,6,6,2,6,2,6,2,4,5,2,5,7,6,2,1,5,2,6,5,8,7,6,6,5,7,5,5,5,3.25,2.5,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1
SEP_3_0187,R_3sjMRzrI5pKqSiS,Fall-2019,2019-09-27T23:10:56Z,2019,2019-2020,Fall,24,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,3.125,0.888888889,0.888888889,0.888888889,3.4,3.4,3.4,3.6,4,1,4,5.875,3,4,3,1,4,4,2,2,3,2,4,5,4,1,4,4,2,4,3,1,4,3,4,1,2,3,3,5,4,1,4,4,1,2,2,2,2,2,4,4,2,4,5,4,1,5,5,2,2,5,2,4,2,2,2,3,2,4,2,3,3,5,4,2,6,2,5,2,6,2,6,2,4,5,2,5,7,6,2,1,8,1,6,5,8,7,5,6,5,7,5,3,5,3.5,2.75,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
SEP_3_0188,R_1js1PlPRoVxiN6e,Fall-2019,2019-09-29T14:37:09Z,2019,2019-2020,Fall,26,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,3.75,0.833333333,1,0.666666667,2.1,4.5,4.2,4.5,3.6,0,1,4,3,2,4,1,4,4,1,1,2,2,2,3,2,4,1,1,5,3,5,1,4,3,4,4,4,4,4,2,4,4,4,5,1,1,5,4,1,1,5,3,3,5,5,2,2,2,5,5,1,5,1,5,1,4,4,1,5,3,2,2,4,5,3,1,5,3,1,3,3,4,4,3,4,5,2,5,7,6,2,1,8,2,6,5,8,1,5,6,2,7,5,1,5,3.75,3.75,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
SEP_3_0189,R_2R84bX3VRCJCEKS,Fall-2019,2019-09-30T10:14:02Z,2019,2019-2020,Fall,26,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,3.25,0.444444444,0.555555556,0.333333333,1.7,5,4.6,4.6,4.9,0,3,7,3,4,4,1,4,3,2,1,2,1,1,4,4,4,1,2,4,5,5,1,5,1,5,3,3,4,5,1,1,5,5,5,1,1,1,4,1,1,5,5,1,5,5,2,1,1,5,1,1,5,1,5,1,1,2,1,5,5,1,1,1,5,5,1,7,1,7,1,7,1,7,1,4,5,2,5,3,4,2,5,5,2,6,5,8,7,6,8,2,7,4,7,4,3.5,3,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1
SEP_3_0190,R_3GoIJliDhXk5BGV,Fall-2019,2019-09-30T17:34:43Z,2019,2019-2020,Fall,27,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,3.375,0.611111111,0.777777778,0.444444444,3.5,4.8,3,4.4,4.2,0,3,6.875,4,3,3,1,4,3,2,1,2,4,5,2,5,3,4,4,3,5,4,1,3,4,3,2,2,3,5,1,5,1,4,5,1,1,3,3,1,2,5,5,4,2,5,3,1,5,5,4,3,5,1,5,4,1,5,1,2,4,1,1,2,5,5,3,7,1,6,1,7,1,7,1,4,5,2,5,2,6,2,1,3,2,6,5,8,3,6,6,2,7,2,5,5,3.5,3.25,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1
SEP_3_0191,R_2QX3aStk8oFY6hn,Fall-2019,2019-10-03T10:14:26Z,2019,2019-2020,Fall,29,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.75,0.722222222,0.777777778,0.666666667,3.3,2.4,2.8,3.7,3.5,1,4,7,3,3,3,2,4,1,2,2,4,3,3,3,4,3,3,5,2,4,3,2,3,2,2,3,4,4,3,3,3,3,3,4,2,3,3,2,2,4,4,4,3,3,4,5,1,4,2,3,3,3,2,2,4,3,3,5,2,3,2,4,2,4,3,1,7,1,7,1,7,1,7,1,4,5,2,5,7,6,2,1,8,1,1,5,8,7,2,6,5,7,3,3,5,2.75,2.75,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1
SEP_3_0192,R_5gNzn9kMcHGoLFT,Fall-2019,2019-10-03T10:17:33Z,2019,2019-2020,Fall,29,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,3,0.722222222,0.777777778,0.666666667,1.8,4.2,3.8,3.7,4.2,0,2,6.5,3,4,3,1,3,3,2,1,2,2,1,3,4,4,1,3,4,3,4,4,4,3,5,3,2,3,4,2,2,4,5,4,3,2,2,2,2,3,5,5,1,4,4,4,3,1,4,4,2,4,2,5,1,2,4,1,5,4,1,1,2,5,4,1,6,1,6,2,7,2,7,1,4,5,2,7,7,6,2,1,8,1,6,5,8,3,5,6,5,8,3,6,5,3,3,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1
SEP_3_0193,R_1Lod4bxg3d3VB9n,Fall-2019,2019-10-03T17:23:54Z,2019,2019-2020,Fall,30,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.75,0.388888889,0.333333333,0.444444444,2,3.8,4,3.4,3.8,1,5,5.5,3,3,3,3,3,3,2,2,1,3,4,4,5,5,2,2,4,2,4,2,4,4,4,4,2,4,4,3,3,4,4,4,2,1,3,4,2,4,4,3,2,4,4,2,2,4,4,4,2,4,3,4,1,1,3,2,4,4,1,2,2,4,4,2,5,2,5,2,5,2,5,2,4,5,2,5,7,5,6,8,5,4,6,2,8,7,3,2,1,7,2,5,5,3,2.5,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
SEP_3_0194,R_1QbH4kHpqzD6l1E,Fall-2019,2019-10-03T20:35:54Z,2019,2019-2020,Fall,30,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,3.375,0.388888889,0.555555556,0.222222222,1.9,3,4.5,3.5,3.4,0,2,4.75,3,1,3,1,4,2,1,2,1,2,1,2,4,4,1,2,3,4,3,2,5,4,4,5,2,2,3,5,2,5,4,4,3,3,4,2,3,3,4,4,2,5,5,1,3,3,3,3,4,4,1,4,1,3,3,3,5,5,1,2,2,4,3,1,3,3,5,3,5,3,5,3,4,5,2,5,7,8,2,1,5,6,6,3,7,4,1,8,6,7,3,3,5,3,3.75,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0
SEP_3_0195,R_3fefkhGmZEFnRFY,Fall-2019,2019-10-03T22:31:40Z,2019,2019-2020,Fall,30,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.375,0.555555556,0.666666667,0.444444444,2.7,2.7,2.3,3.8,3.9,1,5,4,2,2,3,3,4,1,3,3,3,3,3,4,5,3,4,5,5,4,3,2,2,4,3,4,4,2,1,1,1,2,3,4,2,2,4,3,2,5,5,4,3,2,3,4,1,2,4,4,2,5,1,3,3,3,2,4,3,2,1,5,3,5,3,3,4,3,3,3,3,4,4,4,4,5,2,5,7,6,2,1,3,1,6,7,8,8,8,6,2,7,4,3,5,2.5,2.25,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0
SEP_3_0196,R_2bTMfXeBhv93DBr,Fall-2019,2019-10-04T12:58:58Z,2019,2019-2020,Fall,31,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.5,0.611111111,0.777777778,0.444444444,3.4,3.5,3,4.4,3.8,0,3,4,2,2,2,2,2,2,2,2,4,4,3,3,3,3,3,4,1,4,3,1,3,1,3,2,2,5,3,2,4,3,4,5,1,2,3,2,1,3,4,3,3,3,4,4,1,1,3,2,2,4,3,4,3,2,3,2,3,3,2,2,3,5,3,4,4,4,4,4,4,4,4,4,4,5,2,5,7,3,2,1,8,2,6,4,8,3,6,4,2,7,5,6,6,2,3,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0
SEP_3_0197,R_BYCMIpaoV0zTgml,Fall-2019,2019-10-04T15:16:52Z,2019,2019-2020,Fall,31,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.75,0.666666667,0.777777778,0.555555556,3.3,3.3,3,3.1,3.3,1,4,4.875,3,2,2,3,4,2,2,2,3,3,3,4,3,2,4,4,3,2,3,3,4,4,2,3,4,3,3,2,2,3,4,4,2,2,4,3,3,2,3,5,3,3,3,4,3,3,3,2,2,4,3,4,4,4,3,3,2,4,2,3,2,4,2,3,5,3,4,3,5,3,5,3,4,5,2,5,7,6,2,1,6,1,6,5,8,2,5,6,8,7,6,7,5,2.75,2.75,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1
SEP_3_0198,R_2YERp4PHFPVF4gi,Fall-2019,2019-10-04T17:02:00Z,2019,2019-2020,Fall,31,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,3.375,0.777777778,0.888888889,0.666666667,2,4.8,4.4,4.6,2.7,0,1,2,4,2,2,2,4,4,1,2,1,1,2,1,2,4,4,3,2,4,5,1,5,4,4,4,1,5,5,1,4,5,1,5,1,1,5,4,1,1,5,4,1,5,4,1,3,3,4,4,1,4,1,5,1,4,4,1,5,5,2,1,1,4,4,4,3,6,2,5,1,6,1,6,4,5,2,5,7,6,2,1,4,2,6,5,8,7,7,6,1,7,5,7,5,3.5,3.25,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1
SEP_3_0199,R_2YEVMXb2hnQx9ri,Fall-2019,2019-10-04T18:02:12Z,2019,2019-2020,Fall,31,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,3.5,0.888888889,0.777777778,1,3,4,4.4,3.6,3.6,0,3,5.125,3,2,3,1,4,3,1,1,3,2,3,1,4,3,2,3,2,4,4,2,4,3,3,2,1,2,5,2,4,5,4,4,2,2,2,3,2,2,3,3,2,5,5,2,3,3,4,3,2,5,2,4,2,2,4,2,3,4,2,2,4,4,3,1,5,3,5,3,5,3,5,2,4,5,2,5,7,6,7,1,6,2,6,5,8,7,5,6,5,7,5,6,5,3.25,3.75,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
SEP_3_0200,R_3NX8ciu10EzPnLT,Fall-2019,2019-10-06T10:31:29Z,2019,2019-2020,Fall,32,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.5,0.5,0.555555556,0.444444444,2.5,1.6,2.9,3.6,4.4,1,5,5.25,2,3,2,2,3,2,2,2,3,3,1,4,4,4,2,4,4,3,2,2,4,3,4,2,4,4,2,3,2,2,4,4,2,4,2,4,3,5,4,5,2,3,4,4,1,4,1,2,3,4,2,1,1,1,4,5,4,4,1,4,4,5,1,3,6,2,3,3,5,2,6,3,4,5,2,5,7,1,2,1,3,6,6,7,8,2,2,6,2,8,5,3,5,2.25,2.75,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
SEP_3_0201,R_BPOihXm5vt2WiBP,Fall-2019,2019-10-06T22:09:05Z,2019,2019-2020,Fall,33,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.875,0.611111111,0.555555556,0.666666667,2.1,4,4.5,3.7,4,0,1,4.375,3,3,3,2,3,3,2,2,2,1,1,2,3,4,1,1,4,5,4,3,5,3,4,4,2,3,3,2,2,4,4,4,3,2,4,3,3,3,4,4,1,4,4,1,1,2,5,2,1,4,1,4,2,2,3,2,4,5,1,2,2,5,5,2,6,2,3,4,3,4,4,3,4,5,2,5,2,4,2,1,4,1,6,5,8,7,1,6,2,7,5,7,5,3,2.75,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1
SEP_3_0202,R_1NkyDdDcNsXPdfS,Fall-2019,2019-10-06T22:21:55Z,2019,2019-2020,Fall,33,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.875,0.722222222,0.555555556,0.888888889,2,4.2,4,3.9,3.9,0,2,4.875,3,2,2,1,2,3,2,2,3,1,1,2,2,4,1,2,4,5,4,2,5,3,4,4,4,3,4,2,2,4,4,4,2,2,4,4,2,3,3,4,1,4,4,2,1,2,5,2,2,4,1,4,2,2,3,1,4,5,1,2,2,4,5,2,5,3,4,3,5,3,5,3,4,5,2,7,2,6,8,1,4,2,6,5,8,7,5,6,5,7,5,1,5,2.5,3.25,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
SEP_3_0203,R_2alSGclIkx255Q5,Fall-2019,2019-10-07T10:29:24Z,2019,2019-2020,Fall,33,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,3.125,0.5,0.555555556,0.444444444,2.3,3.6,4,3.1,4.2,0,2,7,3,3,4,1,2,3,2,1,2,1,1,3,4,4,2,2,4,2,5,4,4,3,3,4,1,2,3,2,2,5,4,4,3,3,4,3,3,4,4,5,2,4,3,2,1,2,4,3,2,4,2,4,2,1,3,2,4,4,1,3,2,5,4,3,7,1,7,1,7,1,7,1,4,5,2,5,2,5,2,1,4,2,6,7,8,7,2,1,2,7,4,7,5,3,3.25,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
SEP_3_0204,R_AoYE28t4Mf34Bj3,Fall-2019,2019-10-07T13:17:18Z,2019,2019-2020,Fall,34,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,3.5,0.888888889,1,0.777777778,1.5,2.7,4.2,2.9,4.4,0,0,3.75,3,2,3,1,4,3,1,1,2,2,2,3,3,3,2,2,3,2,3,2,5,2,4,5,2,2,2,4,1,4,4,4,3,2,2,5,4,5,2,4,2,4,3,2,1,3,4,3,1,5,3,5,1,1,4,4,5,5,1,4,1,5,2,2,4,3,3,4,3,4,3,4,4,5,2,5,7,6,2,1,8,2,6,5,8,7,5,6,1,7,5,1,5,3.25,3.75,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
SEP_3_0205,R_etGXDuSW1xP53ln,Fall-2019,2019-10-07T14:34:10Z,2019,2019-2020,Fall,34,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.875,0.5,0.555555556,0.444444444,3.9,1.7,4,2.2,3.4,0,3,4,3,3,3,1,4,1,2,2,2,3,2,4,4,3,4,4,3,2,2,4,4,3,2,2,2,2,2,4,4,5,4,4,5,4,2,2,3,5,2,4,4,5,5,4,3,5,1,3,2,3,3,3,4,4,2,4,2,4,2,5,4,4,1,1,5,3,3,5,3,4,4,3,4,5,2,8,7,6,8,5,2,2,6,5,7,7,2,6,2,8,5,7,5,2.75,3,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1
SEP_3_0206,R_1QocEQsT7XRXt9Q,Fall-2019,2019-10-07T16:26:09Z,2019,2019-2020,Fall,34,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.5,0.777777778,0.777777778,0.777777778,2.8,3.1,3.3,2.8,3.9,0,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,4,5,5,4,4,2,5,5,3,3,2,3,3,3,2,4,4,3,5,5,5,5,3,4,4,3,1,3,3,3,3,3,3,4,2,1,1,2,4,5,1,2,4,5,3,3,4,4,4,4,4,4,4,4,4,5,2,5,7,8,2,1,8,1,6,5,8,7,7,6,5,7,5,7,5,3,2,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1
SEP_3_0207,R_blKxtE0q445fdo5,Fall-2019,2019-10-07T17:41:13Z,2019,2019-2020,Fall,34,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2.25,0.722222222,0.777777778,0.666666667,1.9,4.2,3.9,3.5,3.8,0,1,5.75,4,3,2,3,3,3,4,4,2,1,2,2,1,4,1,2,4,4,5,2,4,2,4,4,3,4,4,2,2,5,4,4,2,1,4,4,4,2,4,4,2,4,4,3,2,3,4,4,2,4,2,4,2,2,2,2,4,4,2,2,2,4,4,2,6,2,5,2,5,2,6,2,4,5,2,5,7,6,2,1,5,7,6,5,8,7,3,4,3,7,5,6,5,3,1.5,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
SEP_3_0208,R_2aLlgecUpPETKUS,Fall-2019,2019-10-07T19:27:25Z,2019,2019-2020,Fall,34,9/4/2019,2017-2023_Generic_Post_Survey,post-study-survey_2019-2020,2,0.444444444,0.555555556,0.333333333,2.8,3.3,3.2,2.1,3.6,0,3,5,3,4,3,3,2,2,4,3,3,2,2,4,4,3,3,3,4,1,3,2,4,3,3,3,3,2,3,4,2,1,4,2,5,1,1,3,3,2,4,2,3,3,4,3,2,5,4,2,3,4,5,4,2,4,2,3,4,4,2,3,3,4,2,2,5,3,5,3,5,3,5,3,4,5,2,5,7,5,7,1,3,1,6,5,8,1,6,6,2,8,4,5,5,2.5,1.5,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
