participant_id,participant_id_dataset,semester_id,date,year,academic_year,semester,days_since_semester_start,first_day_of_the_semester,dataset_of_origin,Q34,Q36,Q38,Q40,Q42,Q44,Q46,Q48,Q50,Q52,Q54,Q56,Q58,Q60,Q91,Q93,Q95,Q97,Q99,Q101,Q103,Q105,Q107,Q109,Q111,Q113,Q115,Q117,Q119,Q121,Q123,Q125,...43
SEP_2_0111,61777,spring-2019,2019-01-30T00:00:00Z,2019,2018-2019,spring,8,2019-01-22,2,8,5,4,5,6,6,8,4,2,2,7,7,4,7,5,6,NA,5,8,8,1,3,5,7,8,8,1,1,7,1,3,6,NA
SEP_2_0112,62733,spring-2019,2019-01-30T00:00:00Z,2019,2018-2019,spring,8,2019-01-22,2,8,5,7,5,6,6,1,4,2,2,7,2,3,7,5,6,NA,6,1,8,6,3,5,3,8,6,7,1,1,1,5,3,NA
SEP_2_0113,61718,spring-2019,2019-01-30T00:00:00Z,2019,2018-2019,spring,8,2019-01-22,2,8,5,1,5,1,5,6,7,2,2,7,2,2,6,8,6,NA,6,8,8,6,7,5,4,8,6,7,1,7,7,5,6,NA
SEP_2_0114,NA,fall-2019,2019-10-24T00:00:00Z,2019,2019-2020,fall,50,2019-09-04,2,8,5,5,5,5,5,6,7,5,2,7,2,3,6,8,6,3,6,7,8,6,3,1,6,8,6,7,1,5,7,5,3,NA
SEP_2_0115,NA,fall-2019,2019-10-24T00:00:00Z,2019,2019-2020,fall,50,2019-09-04,2,8,5,1,5,7,3,1,2,2,6,7,1,5,8,5,7,8,5,7,2,8,7,1,1,6,1,7,7,1,2,5,5,NA
SEP_2_0116,NA,fall-2019,2019-10-25T00:00:00Z,2019,2019-2020,fall,51,2019-09-04,2,7,5,8,5,7,6,6,4,2,2,7,8,3,8,8,2,2,6,1,7,6,3,3,7,8,1,1,1,7,1,4,2,NA
SEP_2_0117,NA,fall-2019,2019-10-25T00:00:00Z,2019,2019-2020,fall,51,2019-09-04,2,8,5,5,5,3,2,6,7,2,2,7,7,2,5,5,6,2,6,8,4,6,7,5,4,2,1,7,2,5,7,8,2,NA
SEP_2_0118,NA,fall-2019,2019-10-25T00:00:00Z,2019,2019-2020,fall,51,2019-09-04,2,8,5,1,5,6,6,6,1,2,2,7,2,5,5,5,6,5,6,8,8,6,7,5,4,3,6,7,1,7,7,5,3,NA
SEP_2_0119,NA,fall-2019,2019-10-30T00:00:00Z,2019,2019-2020,fall,56,2019-09-04,2,8,5,1,5,6,2,6,8,5,2,8,3,4,6,5,2,2,5,7,3,1,7,1,4,8,3,1,1,7,1,3,2,NA
SEP_2_0120,NA,fall-2019,2019-10-30T00:00:00Z,2019,2019-2020,fall,56,2019-09-04,2,8,5,5,5,5,8,6,4,2,2,8,4,6,5,8,6,3,6,8,8,6,7,1,4,8,7,7,1,7,1,5,3,NA
SEP_2_0121,NA,fall-2019,2019-10-30T00:00:00Z,2019,2019-2020,fall,56,2019-09-04,2,8,5,7,2,5,1,1,1,4,8,8,4,2,7,1,7,6,8,8,3,6,3,1,4,2,6,7,2,7,7,4,6,NA
SEP_2_0122,NA,fall-2019,2019-10-31T00:00:00Z,2019,2019-2020,fall,57,2019-09-04,2,8,5,5,5,6,1,6,3,2,2,7,2,3,5,5,6,2,5,7,8,6,3,5,7,7,1,1,1,5,7,7,3,NA
SEP_2_0123,NA,fall-2019,2019-11-01T00:00:00Z,2019,2019-2020,fall,58,2019-09-04,2,8,5,7,4,2,1,4,4,3,2,1,6,2,7,5,2,5,6,5,4,8,3,1,7,2,8,1,1,7,7,3,6,NA
SEP_2_0124,NA,fall-2019,2019-11-01T00:00:00Z,2019,2019-2020,fall,58,2019-09-04,2,8,5,7,5,7,7,6,4,2,2,7,2,3,6,5,6,3,6,1,8,6,7,1,7,8,6,7,1,1,1,6,6,NA
SEP_2_0125,NA,fall-2019,2019-11-04T00:00:00Z,2019,2019-2020,fall,61,2019-09-04,2,1,2,1,8,6,6,3,1,5,3,3,8,3,7,5,6,5,5,2,3,4,3,3,3,8,5,6,7,7,3,5,6,NA
SEP_2_0126,NA,fall-2019,2019-11-05T00:00:00Z,2019,2019-2020,fall,62,2019-09-04,2,8,5,7,5,3,1,6,7,2,2,7,5,5,7,8,6,5,6,1,3,6,3,1,7,8,3,7,1,1,1,3,3,NA
SEP_2_0127,NA,fall-2019,2019-11-06T00:00:00Z,2019,2019-2020,fall,63,2019-09-04,2,8,5,7,5,5,5,6,7,5,2,7,2,4,6,5,6,3,6,8,8,6,3,5,6,8,6,7,1,1,1,5,3,NA
SEP_2_0128,NA,fall-2019,2019-11-07T00:00:00Z,2019,2019-2020,fall,64,2019-09-04,2,8,5,3,5,6,5,6,1,2,2,8,2,5,7,5,6,3,5,7,8,3,4,3,7,8,1,7,7,8,5,5,3,NA
SEP_2_0129,NA,fall-2019,2019-11-08T00:00:00Z,2019,2019-2020,fall,65,2019-09-04,2,8,5,4,4,8,3,1,6,5,2,7,2,3,5,8,6,3,2,8,8,6,3,5,4,8,6,7,2,7,7,5,3,NA
SEP_2_0130,NA,fall-2019,2019-11-08T00:00:00Z,2019,2019-2020,fall,65,2019-09-04,2,8,5,5,5,6,6,4,2,2,2,8,6,5,7,5,6,3,5,8,8,1,7,1,2,8,6,6,1,7,7,4,6,NA
SEP_2_0131,NA,fall-2019,2019-11-12T00:00:00Z,2019,2019-2020,fall,69,2019-09-04,2,8,5,7,5,5,6,6,6,2,2,7,2,3,2,5,1,8,6,8,3,6,3,5,4,7,6,7,1,1,7,1,6,NA
SEP_2_0132,NA,fall-2019,2019-11-13T00:00:00Z,2019,2019-2020,fall,70,2019-09-04,2,8,5,4,5,6,7,6,5,3,1,7,6,3,5,5,1,3,3,2,4,3,3,3,4,8,8,1,8,7,7,8,2,NA
SEP_2_0133,NA,fall-2019,2019-11-13T00:00:00Z,2019,2019-2020,fall,70,2019-09-04,2,8,5,7,5,7,4,6,1,2,2,7,5,7,5,5,4,7,6,8,3,6,7,3,7,2,7,7,1,7,7,5,3,NA
SEP_2_0134,NA,fall-2019,2019-11-14T00:00:00Z,2019,2019-2020,fall,71,2019-09-04,2,4,8,8,7,7,2,7,6,3,4,2,5,7,4,2,3,7,6,1,1,2,7,5,7,6,4,2,2,4,6,8,4,NA
SEP_2_0135,NA,fall-2019,2019-11-15T00:00:00Z,2019,2019-2020,fall,72,2019-09-04,2,8,5,7,5,6,1,6,6,8,2,7,4,3,5,5,6,7,7,8,8,1,3,5,7,8,6,7,1,7,7,3,3,NA
SEP_2_0136,59625,fall-2018,2018-12-06T00:00:00Z,2018,2018-2019,fall,92,2018-09-05,2,1,8,1,8,6,7,3,4,4,4,3,2,3,7,5,4,NA,5,2,7,7,8,4,2,4,1,3,2,7,3,7,5,NA
SEP_2_0137,60570,fall-2018,2018-12-06T00:00:00Z,2018,2018-2019,fall,92,2018-09-05,2,8,5,7,5,8,7,6,7,5,2,7,2,5,3,5,6,NA,5,2,5,3,7,5,7,4,7,3,1,7,6,4,6,NA
SEP_2_0138,60882,fall-2018,2018-12-06T00:00:00Z,2018,2018-2019,fall,92,2018-09-05,2,8,5,7,5,6,2,6,6,2,2,7,4,4,8,8,4,NA,5,2,7,3,7,3,7,2,6,8,1,7,1,2,2,NA
SEP_2_0139,59800,fall-2018,2018-12-06T00:00:00Z,2018,2018-2019,fall,92,2018-09-05,2,8,5,4,5,5,1,6,6,2,2,7,6,5,7,5,6,NA,6,8,3,6,3,3,4,8,6,7,1,7,7,1,3,NA
SEP_2_0140,61325,fall-2018,2018-12-06T00:00:00Z,2018,2018-2019,fall,92,2018-09-05,2,8,5,3,5,3,1,2,2,5,2,7,2,3,5,5,2,NA,6,1,7,6,3,5,7,1,6,6,2,6,7,6,3,NA
SEP_2_0141,60265,fall-2018,2018-12-06T00:00:00Z,2018,2018-2019,fall,92,2018-09-05,2,8,5,3,5,6,7,6,7,2,2,7,4,5,1,1,6,NA,6,8,6,6,7,5,4,8,6,7,1,1,7,5,6,NA
SEP_2_0142,59366,fall-2018,2018-12-06T00:00:00Z,2018,2018-2019,fall,92,2018-09-05,2,8,5,7,5,5,3,6,7,5,2,7,2,3,6,8,6,NA,6,8,8,6,3,3,4,8,6,7,1,1,1,5,3,NA
SEP_2_0143,60167,fall-2018,2018-12-06T00:00:00Z,2018,2018-2019,fall,92,2018-09-05,2,8,5,4,6,7,6,4,5,6,6,7,6,5,7,1,6,NA,6,8,8,6,7,5,6,7,8,7,1,5,7,5,4,NA
SEP_2_0144,59849,fall-2018,2018-12-06T00:00:00Z,2018,2018-2019,fall,92,2018-09-05,2,6,8,3,7,2,8,6,4,7,2,1,8,4,7,6,4,NA,8,3,7,1,4,8,1,6,6,1,8,1,7,3,6,NA
SEP_2_0145,59722,fall-2018,2018-12-06T00:00:00Z,2018,2018-2019,fall,92,2018-09-05,2,6,7,4,6,5,7,4,2,7,3,7,8,5,7,5,6,NA,7,7,4,7,7,4,7,4,7,7,4,7,3,7,2,NA
SEP_2_0146,59849,fall-2018,2018-12-06T00:00:00Z,2018,2018-2019,fall,92,2018-09-05,2,6,4,7,2,8,4,6,2,8,7,5,8,6,2,3,8,NA,5,8,1,6,1,4,1,8,6,7,1,8,1,8,5,NA
SEP_2_0147,60788,fall-2018,2018-12-06T00:00:00Z,2018,2018-2019,fall,92,2018-09-05,2,8,6,2,3,5,6,5,4,3,6,6,8,7,6,5,6,NA,6,8,6,6,3,5,4,8,1,7,7,1,1,5,3,NA
SEP_2_0148,61279,fall-2018,2018-12-06T00:00:00Z,2018,2018-2019,fall,92,2018-09-05,2,6,7,5,3,4,6,2,7,2,4,6,8,7,2,7,5,NA,3,1,7,3,5,3,5,7,5,7,3,2,8,3,5,NA
SEP_2_0149,60177,fall-2018,2018-12-07T00:00:00Z,2018,2018-2019,fall,93,2018-09-05,2,8,5,6,5,4,8,6,7,2,2,7,4,7,7,1,1,NA,4,8,3,6,3,5,4,8,6,7,1,5,7,4,4,NA
SEP_2_0150,60063,fall-2018,2018-12-07T00:00:00Z,2018,2018-2019,fall,93,2018-09-05,2,6,6,7,7,6,7,7,8,7,4,8,6,7,7,6,2,NA,3,3,3,3,1,7,1,2,6,4,8,4,3,5,2,NA
SEP_2_0151,59434,fall-2018,2018-12-08T00:00:00Z,2018,2018-2019,fall,94,2018-09-05,2,8,5,8,5,4,2,6,6,5,2,7,2,3,6,5,6,NA,6,1,8,6,3,5,4,8,6,7,1,1,1,5,3,NA
SEP_2_0152,61361,fall-2018,2018-12-08T00:00:00Z,2018,2018-2019,fall,94,2018-09-05,2,8,5,7,5,5,6,6,6,2,2,7,7,5,7,1,2,NA,6,8,5,6,3,3,4,2,6,6,1,2,1,4,7,NA
SEP_2_0153,59816,fall-2018,2018-12-08T00:00:00Z,2018,2018-2019,fall,94,2018-09-05,2,8,5,2,5,6,3,6,4,1,2,7,2,4,3,1,6,NA,4,5,4,8,3,3,4,8,3,7,1,7,7,6,3,NA
SEP_2_0154,61274,fall-2018,2018-12-08T00:00:00Z,2018,2018-2019,fall,94,2018-09-05,2,8,5,7,5,6,5,6,7,5,2,7,2,5,8,5,6,NA,6,8,4,6,7,5,4,8,3,7,1,7,7,5,3,NA
SEP_2_0155,59553,fall-2018,2018-12-08T00:00:00Z,2018,2018-2019,fall,94,2018-09-05,2,8,2,7,5,6,3,6,7,2,2,7,2,3,5,5,6,NA,8,1,5,1,7,5,6,5,6,7,2,7,7,3,1,NA
SEP_2_0156,60750,fall-2018,2018-12-08T00:00:00Z,2018,2018-2019,fall,94,2018-09-05,2,5,5,7,5,5,7,1,7,5,8,7,6,1,2,8,3,NA,4,1,1,4,7,5,3,2,6,7,5,1,3,7,4,NA
SEP_2_0157,61110,fall-2018,2018-12-08T00:00:00Z,2018,2018-2019,fall,94,2018-09-05,2,8,5,2,5,6,4,8,1,5,2,8,7,7,6,5,1,NA,6,1,2,6,3,3,3,6,6,7,7,7,7,5,6,NA
SEP_2_0158,61591,fall-2018,2018-12-08T00:00:00Z,2018,2018-2019,fall,94,2018-09-05,2,8,5,4,5,7,6,6,5,2,7,7,2,5,3,5,7,NA,4,4,7,4,3,3,3,8,5,6,2,5,4,2,5,NA
SEP_2_0159,59437,fall-2018,2018-12-09T00:00:00Z,2018,2018-2019,fall,95,2018-09-05,2,8,5,7,5,6,6,6,7,2,2,7,2,3,5,5,6,NA,6,8,5,6,7,1,4,8,6,7,1,7,7,6,6,NA
SEP_2_0160,59276,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,7,5,7,4,6,6,5,2,7,2,4,8,5,8,NA,3,8,8,6,7,5,4,8,8,7,1,7,2,1,4,NA
SEP_2_0161,60830,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,2,5,5,7,6,2,2,2,4,5,7,3,5,7,NA,3,7,4,1,2,3,4,5,6,7,8,1,3,5,7,NA
SEP_2_0162,60121,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,3,5,5,1,1,5,2,2,7,7,4,2,5,5,NA,6,8,4,1,3,5,6,4,4,8,7,7,7,8,4,NA
SEP_2_0163,60185,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,5,4,7,1,4,1,2,2,8,5,5,8,5,6,NA,4,8,4,1,7,1,4,7,1,1,1,7,7,6,7,NA
SEP_2_0164,60761,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,7,5,5,5,6,6,2,2,7,2,3,6,5,6,NA,6,1,8,6,7,5,6,8,7,7,1,7,7,5,3,NA
SEP_2_0165,61031,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,2,5,7,5,1,5,2,2,1,7,5,7,8,2,NA,6,8,8,8,3,1,4,6,4,7,1,7,4,8,8,NA
SEP_2_0166,61099,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,7,5,6,1,6,7,2,2,7,2,5,7,1,6,NA,6,8,8,6,7,1,4,8,6,7,1,7,1,5,3,NA
SEP_2_0167,60607,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,5,4,2,4,8,7,4,2,1,3,5,3,8,6,NA,4,7,7,7,3,1,4,8,1,7,7,7,7,3,2,NA
SEP_2_0168,59472,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,5,5,8,5,7,1,6,4,2,2,8,3,4,7,5,7,NA,3,8,3,3,1,3,8,4,8,4,5,1,3,6,2,NA
SEP_2_0169,59822,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,1,5,3,1,6,4,5,2,8,7,3,5,5,7,NA,7,2,3,6,3,5,3,1,6,7,2,7,7,7,8,NA
SEP_2_0170,61131,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,7,5,5,1,6,2,2,2,8,2,3,8,8,1,NA,3,8,3,6,3,3,4,3,6,7,1,7,7,1,3,NA
SEP_2_0171,60224,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,7,5,7,2,6,1,2,2,8,2,3,6,5,7,NA,1,1,4,6,3,5,4,8,3,7,2,7,3,5,3,NA
SEP_2_0172,61311,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,8,5,2,7,6,3,8,5,7,5,1,3,8,7,NA,8,7,8,1,7,5,4,3,8,7,2,7,3,3,6,NA
SEP_2_0173,61114,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,1,5,7,2,6,6,2,2,7,4,6,7,5,6,NA,6,8,3,6,3,5,6,7,1,7,1,5,1,1,3,NA
SEP_2_0174,59803,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,4,5,8,2,4,5,3,6,1,4,5,6,2,3,NA,4,3,8,5,5,7,4,7,7,4,1,7,2,1,6,NA
SEP_2_0175,61066,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,4,3,5,2,6,3,3,2,3,3,4,3,4,3,3,2,NA,7,4,7,4,8,5,3,4,3,4,7,1,8,5,2,NA
SEP_2_0176,59514,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,7,4,6,4,8,7,2,2,7,2,3,5,5,1,NA,5,8,8,6,7,5,4,8,6,7,1,7,7,5,6,NA
SEP_2_0177,60323,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,7,5,5,1,6,7,2,2,7,2,4,7,8,6,NA,6,8,5,6,7,5,6,8,6,7,1,1,7,2,3,NA
SEP_2_0178,59791,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,8,5,5,5,1,3,6,5,2,2,7,4,5,7,5,6,NA,7,4,3,6,3,5,7,2,6,7,7,1,7,3,6,NA
SEP_2_0179,59630,fall-2018,2018-12-10T00:00:00Z,2018,2018-2019,fall,96,2018-09-05,2,7,5,7,5,5,5,6,1,7,2,8,2,5,7,8,5,NA,3,5,3,2,3,5,6,7,2,6,3,5,5,6,7,NA
SEP_2_0180,59524,fall-2018,2018-12-11T00:00:00Z,2018,2018-2019,fall,97,2018-09-05,2,8,5,7,5,5,5,6,6,2,2,8,1,7,5,5,6,NA,6,2,8,3,3,2,4,8,6,1,2,7,7,6,2,NA
SEP_2_0181,61158,fall-2018,2018-12-11T00:00:00Z,2018,2018-2019,fall,97,2018-09-05,2,8,5,5,6,7,6,5,4,5,5,5,5,4,4,7,8,NA,6,4,2,3,4,3,4,7,4,3,6,3,6,3,3,NA
SEP_2_0182,60528,fall-2018,2018-12-11T00:00:00Z,2018,2018-2019,fall,97,2018-09-05,2,8,5,7,5,7,6,6,6,5,2,7,2,3,6,5,6,NA,6,8,8,6,7,1,7,8,6,7,1,8,1,8,3,NA
SEP_2_0183,60123,fall-2018,2018-12-11T00:00:00Z,2018,2018-2019,fall,97,2018-09-05,2,5,5,5,5,5,5,5,5,5,5,5,5,3,7,2,3,NA,7,8,4,5,1,6,8,7,7,2,7,8,4,5,4,NA
SEP_2_0184,59316,fall-2018,2018-12-11T00:00:00Z,2018,2018-2019,fall,97,2018-09-05,2,8,5,7,5,6,6,6,6,2,2,8,2,3,5,5,6,NA,6,1,8,6,7,1,6,8,6,7,1,1,1,5,3,NA
SEP_2_0185,60816,fall-2018,2018-12-12T00:00:00Z,2018,2018-2019,fall,98,2018-09-05,2,8,5,7,5,5,5,6,7,5,2,7,2,5,6,5,6,NA,6,8,8,6,7,5,6,8,6,7,1,1,7,5,3,NA
SEP_2_0186,60029,fall-2018,2018-12-12T00:00:00Z,2018,2018-2019,fall,98,2018-09-05,2,8,5,1,4,6,2,8,7,2,2,7,2,3,3,5,6,NA,6,5,8,6,3,5,4,8,1,7,1,4,6,8,8,NA
SEP_2_0187,60557,fall-2018,2018-12-12T00:00:00Z,2018,2018-2019,fall,98,2018-09-05,2,6,6,4,8,5,1,2,4,6,7,8,5,7,7,7,8,NA,5,2,4,3,8,2,8,5,2,4,3,8,1,8,3,NA
SEP_2_0188,60867,fall-2018,2018-12-13T00:00:00Z,2018,2018-2019,fall,99,2018-09-05,2,8,6,3,6,1,4,5,3,8,5,6,2,6,5,1,7,NA,4,3,3,6,3,1,4,6,4,7,2,7,7,5,7,NA
SEP_2_0189,62700,spring-2019,2019-02-01T00:00:00Z,2019,2018-2019,spring,10,2019-01-22,2,8,5,7,5,5,6,8,4,2,2,8,5,5,3,8,1,NA,6,8,5,7,4,6,8,3,6,7,5,7,8,1,3,NA
SEP_2_0190,62683,spring-2019,2019-02-01T00:00:00Z,2019,2018-2019,spring,10,2019-01-22,2,8,5,7,5,5,4,6,7,2,2,7,2,5,6,5,6,NA,6,8,8,6,7,5,4,8,6,6,1,1,1,5,3,NA
SEP_2_0191,62426,spring-2019,2019-02-01T00:00:00Z,2019,2018-2019,spring,10,2019-01-22,2,8,5,7,5,5,5,6,7,5,2,7,2,5,6,5,6,NA,6,8,8,6,7,3,4,8,6,7,1,1,7,5,3,NA
SEP_2_0192,62258,spring-2019,2019-02-03T00:00:00Z,2019,2018-2019,spring,12,2019-01-22,2,8,5,6,5,7,7,4,7,2,8,1,7,5,3,1,6,NA,6,7,5,6,3,1,3,8,6,6,7,7,1,1,1,NA
SEP_2_0193,61792,spring-2019,2019-02-03T00:00:00Z,2019,2018-2019,spring,12,2019-01-22,2,8,5,5,5,5,3,6,4,2,2,3,6,6,3,1,1,NA,3,8,4,6,3,3,7,4,6,1,1,7,1,4,4,NA
SEP_2_0194,61805,spring-2019,2019-02-03T00:00:00Z,2019,2018-2019,spring,12,2019-01-22,2,6,5,7,5,5,5,6,4,6,8,4,5,5,3,5,8,NA,4,3,6,2,4,2,3,5,7,4,7,4,8,4,2,NA
SEP_2_0195,61716,spring-2019,2019-02-03T00:00:00Z,2019,2018-2019,spring,12,2019-01-22,2,8,5,7,5,5,5,6,7,5,2,7,2,3,6,7,6,NA,6,8,8,6,7,1,7,8,6,7,1,1,7,5,3,NA
SEP_2_0196,62610,spring-2019,2019-02-03T00:00:00Z,2019,2018-2019,spring,12,2019-01-22,2,8,5,1,5,5,1,6,6,2,2,7,2,2,7,8,6,NA,3,8,3,6,7,1,6,7,6,7,4,7,7,4,3,NA
SEP_2_0197,62002,spring-2019,2019-02-03T00:00:00Z,2019,2018-2019,spring,12,2019-01-22,2,8,5,7,5,4,6,6,6,1,2,7,8,8,5,8,6,NA,3,8,8,6,7,5,6,8,6,1,1,5,7,4,3,NA
SEP_2_0198,61808,spring-2019,2019-02-04T00:00:00Z,2019,2018-2019,spring,13,2019-01-22,2,8,5,8,6,5,7,6,8,2,2,7,3,4,5,5,4,NA,5,8,3,6,3,3,7,8,1,7,1,7,7,8,6,NA
SEP_2_0199,61777,spring-2019,2019-02-04T00:00:00Z,2019,2018-2019,spring,13,2019-01-22,2,8,5,7,5,7,5,4,7,2,2,7,2,2,7,5,6,NA,6,8,3,6,3,5,4,5,7,1,1,5,7,5,6,NA
SEP_2_0200,62480,spring-2019,2019-02-04T00:00:00Z,2019,2018-2019,spring,13,2019-01-22,2,8,5,7,5,5,6,6,1,5,2,7,2,3,6,5,6,NA,6,1,8,1,7,5,4,8,7,7,1,1,7,5,3,NA
SEP_2_0201,61972,spring-2019,2019-02-04T00:00:00Z,2019,2018-2019,spring,13,2019-01-22,2,8,5,2,5,1,5,6,5,2,2,1,4,4,7,5,6,NA,6,8,5,6,3,5,6,8,6,1,2,1,1,5,6,NA
SEP_2_0202,62530,spring-2019,2019-02-04T00:00:00Z,2019,2018-2019,spring,13,2019-01-22,2,8,5,3,5,6,5,6,7,5,2,7,5,1,5,5,8,NA,6,8,8,6,3,3,4,3,6,7,1,7,7,3,6,NA
SEP_2_0203,62222,spring-2019,2019-02-05T00:00:00Z,2019,2018-2019,spring,14,2019-01-22,2,8,5,6,5,7,2,6,6,2,2,8,2,3,6,5,6,NA,6,8,8,6,3,3,4,8,6,7,1,1,1,5,3,NA
SEP_2_0204,62175,spring-2019,2019-02-05T00:00:00Z,2019,2018-2019,spring,14,2019-01-22,2,6,5,1,4,4,8,4,4,6,2,7,7,4,5,8,1,NA,5,8,4,6,3,5,4,4,5,7,1,7,7,8,3,NA
SEP_2_0205,62051,spring-2019,2019-02-05T00:00:00Z,2019,2018-2019,spring,14,2019-01-22,2,8,5,3,5,6,3,6,7,5,2,7,5,3,7,5,6,NA,6,5,5,3,3,5,4,8,4,4,7,5,7,5,7,NA
SEP_2_0206,62555,spring-2019,2019-02-05T00:00:00Z,2019,2018-2019,spring,14,2019-01-22,2,8,5,3,4,6,2,6,7,2,2,7,5,7,5,5,6,NA,3,2,4,6,7,5,4,5,5,7,2,7,1,8,4,NA
SEP_2_0207,61767,spring-2019,2019-02-05T00:00:00Z,2019,2018-2019,spring,14,2019-01-22,2,8,8,5,5,1,1,6,2,2,2,7,5,5,5,8,6,NA,4,2,6,1,3,3,4,7,6,7,1,1,7,5,3,NA
SEP_2_0208,62016,spring-2019,2019-02-05T00:00:00Z,2019,2018-2019,spring,14,2019-01-22,2,8,5,6,5,7,1,6,4,5,2,8,2,3,4,5,4,NA,4,8,4,1,7,5,3,7,2,7,4,7,6,5,7,NA
SEP_2_0209,62613,spring-2019,2019-02-05T00:00:00Z,2019,2018-2019,spring,14,2019-01-22,2,8,5,7,5,5,7,6,7,2,2,7,8,7,8,5,6,NA,6,8,8,6,7,1,4,8,1,7,2,5,7,1,2,NA
SEP_2_0210,62569,spring-2019,2019-02-05T00:00:00Z,2019,2018-2019,spring,14,2019-01-22,2,8,5,5,5,6,7,6,7,2,2,7,2,4,5,5,1,NA,6,8,5,6,7,5,4,3,1,7,1,1,7,8,3,NA
SEP_2_0211,62488,spring-2019,2019-02-05T00:00:00Z,2019,2018-2019,spring,14,2019-01-22,2,6,5,7,5,7,8,8,6,4,8,8,5,7,2,2,8,NA,1,2,4,6,3,2,4,7,1,3,8,3,3,5,1,NA
SEP_2_0212,61996,spring-2019,2019-02-05T00:00:00Z,2019,2018-2019,spring,14,2019-01-22,2,8,5,8,5,5,3,8,4,2,2,7,4,4,7,5,2,NA,6,7,8,1,3,5,4,3,4,1,6,8,7,1,8,NA
SEP_2_0213,62006,spring-2019,2019-02-05T00:00:00Z,2019,2018-2019,spring,14,2019-01-22,2,8,5,7,5,6,5,6,8,4,2,8,2,8,5,5,7,NA,2,7,8,1,3,5,6,8,8,6,1,7,7,5,3,NA
SEP_2_0214,61757,spring-2019,2019-02-05T00:00:00Z,2019,2018-2019,spring,14,2019-01-22,2,8,2,7,5,7,7,6,4,2,2,6,4,5,8,8,4,NA,7,8,7,7,7,3,7,2,7,7,7,7,7,3,4,NA
SEP_2_0215,62586,spring-2019,2019-02-05T00:00:00Z,2019,2018-2019,spring,14,2019-01-22,2,8,5,2,5,2,6,6,7,5,2,7,2,3,6,5,6,NA,6,8,8,6,7,3,6,8,4,7,1,7,1,5,4,NA
SEP_2_0216,62510,spring-2019,2019-02-06T00:00:00Z,2019,2018-2019,spring,15,2019-01-22,2,8,5,6,5,4,6,6,7,2,8,8,2,2,6,1,7,NA,4,2,6,6,7,3,6,6,4,6,7,1,2,5,3,NA
SEP_2_0217,61628,spring-2019,2019-02-06T00:00:00Z,2019,2018-2019,spring,15,2019-01-22,2,8,5,7,5,1,6,6,6,2,2,1,2,4,7,5,6,NA,6,1,8,6,3,5,4,8,7,7,1,5,7,5,3,NA
SEP_2_0218,62819,spring-2019,2019-02-06T00:00:00Z,2019,2018-2019,spring,15,2019-01-22,2,8,5,1,5,1,6,6,6,4,2,7,2,3,3,1,6,NA,6,8,5,6,7,5,6,8,6,8,1,1,7,6,6,NA
SEP_2_0219,61784,spring-2019,2019-02-06T00:00:00Z,2019,2018-2019,spring,15,2019-01-22,2,8,5,8,5,1,4,8,8,1,2,7,3,5,2,4,1,NA,6,3,7,3,3,8,3,2,8,8,2,5,8,3,2,NA
SEP_2_0220,61799,spring-2019,2019-02-06T00:00:00Z,2019,2018-2019,spring,15,2019-01-22,2,8,5,3,5,4,6,6,8,4,2,1,2,3,6,8,6,NA,5,8,8,6,3,3,7,8,4,1,1,1,8,5,3,NA
SEP_2_0221,62484,spring-2019,2019-02-06T00:00:00Z,2019,2018-2019,spring,15,2019-01-22,2,8,5,2,5,7,7,6,5,2,2,7,2,4,5,5,4,NA,5,8,2,1,7,1,7,2,3,8,2,7,7,5,2,NA
