participant_id,date,participant_id_dataset,grit_1,grit_2,grit_3,grit_4,grit_5,catch_question,grit_6,grit_7,grit_8,adhd_1,adhd_2,adhd_3,adhd_4,adhd_5,adhd_6,neo_pi_1,neo_pi_2,neo_pi_3,neo_pi_4,neo_pi_5,neo_pi_6,neo_pi_7,neo_pi_8,neo_pi_9,neo_pi_10,neo_pi_11,neo_pi_12,neo_pi_13,neo_pi_14,neo_pi_15,neo_pi_16,neo_pi_17,neo_pi_18,catch_question_1,neo_pi_19,neo_pi_20,neo_pi_21,neo_pi_22,neo_pi_23,neo_pi_24,neo_pi_25,neo_pi_26,neo_pi_27,neo_pi_28,neo_pi_29,neo_pi_30,neo_pi_31,neo_pi_32,neo_pi_33,neo_pi_34,neo_pi_35,neo_pi_36,neo_pi_37,catch_question_2,neo_pi_38,neo_pi_39,neo_pi_40,neo_pi_41,neo_pi_42,neo_pi_43,neo_pi_44,neo_pi_45,neo_pi_46,neo_pi_47,neo_pi_48,neo_pi_49,neo_pi_50,growth_mind_set_1,growth_mind_set_2,growth_mind_set_3,growth_mind_set_4,growth_mind_set_5,growth_mind_set_6,growth_mind_set_7,growth_mind_set_8,ucmrt_1,ucmrt_2,ucmrt_3,ucmrt_4,ucmrt_5,ucmrt_6,ucmrt_7,ucmrt_8,ucmrt_9,sandia_matrices_1,sandia_matrices_2,sandia_matrices_4,sandia_matrices_5,sandia_matrices_6,sandia_matrices_7,sandia_matrices_8,sandia_matrices_9,sandia_matrices_3
63678,2019-10-05T15:19:29Z,R_qyaMxpnySzxjYAx,2,2,3,3,2,3,2,2,2,2,3,2,3,3,2,2,2,2,2,3,3,3,2,3,3,2,3,3,2,3,3,3,2,3,3,2,3,3,3,3,2,3,4,4,2,3,2,2,3,2,3,2,2,2,3,3,2,3,3,3,2,3,2,3,2,3,2,9,10,8,10,9,8,9,10,4,4,4,5,5,5,1,5,2,5,5,3,4,4,4,4,4,6
63562,2019-10-06T00:30:24Z,R_1OWg21od2pq3Jd5,4,1,4,1,4,2,4,2,2,1,1,2,2,5,5,1,1,3,4,4,5,3,4,5,4,2,5,4,5,2,3,3,5,1,1,1,3,3,1,2,5,4,2,4,5,2,3,3,4,2,1,4,1,4,4,1,3,3,2,5,5,3,2,1,4,4,2,12,6,11,6,12,6,12,6,5,7,7,8,1,3,1,4,5,8,5,8,6,2,7,2,6,5
63562,2019-10-06T13:53:21Z,R_1Hbqhtpz4LxpKpS,4,1,4,1,4,2,4,2,4,1,2,2,2,5,5,1,1,3,4,4,1,4,4,5,3,2,5,4,4,2,3,3,5,2,1,1,3,2,1,2,5,5,1,4,5,2,3,3,4,4,1,4,1,4,4,1,4,4,2,5,4,3,3,1,4,3,3,12,6,12,6,12,6,12,6,5,7,7,2,1,3,7,4,5,8,8,8,6,2,7,2,6,5
64834,2019-09-29T14:40:25Z,R_3sogk7BX7u2lYsj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,2,5,1,5,3,4,4,1,4,4,3,4,4,4,5,5,1,5,5,3,2,1,5,3,2,4,4,2,2,2,5,5,1,5,1,2,5,1,3,4,1,5,4,3,2,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65202,2019-10-06T14:54:42Z,R_31LVWDVNFFGb0dV,3,2,3,1,3,4,3,1,1,2,1,1,2,3,3,1,2,4,3,4,1,5,1,4,4,1,3,4,3,2,4,4,4,5,4,2,2,2,2,4,4,5,1,5,4,1,1,3,4,4,1,5,4,4,4,1,1,4,3,4,5,1,4,4,5,2,1,10,9,8,9,8,9,10,9,5,7,6,2,1,4,1,1,5,8,7,1,6,5,8,3,7,5
64168,2019-10-07T12:22:05Z,R_2YKFGC9tNXxcmcV,3,4,4,1,3,4,2,2,2,2,2,2,4,4,2,4,4,2,2,2,4,4,3,3,3,2,2,2,4,4,4,4,4,5,4,4,2,2,4,5,2,4,4,5,5,3,3,5,2,2,2,2,4,4,2,4,4,2,4,2,5,2,5,4,4,1,2,10,8,8,9,10,8,9,8,5,7,6,2,2,5,2,6,5,8,2,2,6,5,8,4,5,5
65180,2019-10-07T16:42:28Z,R_1mfJeQB51Ud9sUV,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
NA,2019-10-08T15:11:29Z,R_3lWDKPX7L33vCki,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,7,7,3,4,5,7,6,6,6,5,7,5,6,4,6,6,5,7
64107,2019-10-02T07:35:51Z,R_3egghRkWHZruikC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64060,2019-10-09T18:50:29Z,R_WwBGHKFojPEalHj,4,4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,1,5,5,1,5,5,5,5,1,1,5,5,1,5,5,5,1,5,5,1,1,1,5,5,1,5,5,4,5,1,5,5,1,5,5,5,5,1,5,1,3,12,6,12,6,12,6,12,6,5,7,6,2,1,5,1,6,5,8,1,3,6,2,7,3,7,5
65141,2019-10-11T13:23:37Z,R_1FEAqxzrpFUNw8L,3,4,3,1,4,4,3,2,1,2,2,3,3,3,3,1,1,5,5,4,2,5,3,5,4,1,1,3,2,1,5,5,5,5,2,1,4,5,2,4,4,5,1,5,5,4,1,2,4,5,1,5,1,4,5,1,1,4,1,5,5,1,1,2,5,4,1,11,7,11,7,11,8,11,7,5,2,6,2,5,5,2,6,5,8,7,2,6,2,7,5,5,5
63825,2019-10-11T16:04:04Z,R_1gRwX7cqaEeCqC8,3,3,4,2,3,4,2,3,2,3,3,4,4,3,2,4,4,2,4,3,4,3,2,1,4,2,3,4,2,4,2,2,2,5,4,3,4,4,3,4,3,3,4,3,4,2,1,2,3,2,3,4,2,3,3,4,4,3,3,2,3,2,4,2,4,2,3,11,11,7,11,11,8,7,11,5,7,6,2,5,8,1,6,7,8,7,5,6,2,8,5,6,5
63423,2019-10-11T18:27:57Z,R_3D2DaSKzB8gb6Jb,3,2,2,4,3,4,2,3,3,4,5,5,4,5,5,4,4,5,2,4,2,3,5,4,4,5,4,2,3,2,2,5,5,5,4,4,3,4,3,4,4,4,3,2,4,5,2,5,1,4,4,4,3,4,5,2,4,2,4,3,4,3,3,4,4,3,4,8,8,7,8,8,10,7,9,5,7,6,2,1,8,2,6,5,8,7,5,6,5,7,5,6,5
63678,2019-10-05T15:20:42Z,R_2AYYWLkxGtmScfz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65225,2019-10-06T10:54:37Z,R_1JJkVmh0Vii0Lvj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65180,2019-10-07T16:46:09Z,R_1FCy3KnRqAt66Jg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64001,2019-10-07T17:44:05Z,R_1OTe7QsdUw2OKx5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63743,2019-10-14T18:16:33Z,R_1IW1BuMynWdb4pF,2,4,3,3,3,4,3,3,3,2,1,2,2,3,3,5,3,3,3,3,3,3,3,2,3,2,3,4,3,2,3,3,2,3,2,2,2,1,2,2,2,3,3,2,4,3,3,3,2,3,3,3,2,2,2,3,3,3,2,4,3,3,3,4,2,2,2,8,8,9,9,8,7,8,8,5,5,3,2,5,5,4,6,6,4,3,6,8,4,3,3,4,6
64027,2019-10-07T19:44:58Z,R_2BaPbURY8eNKygV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66092,2019-10-08T10:32:53Z,R_12Lve9hyiOJJ87M,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,4,2,2,4,2,4,3,4,1,4,5,3,3,4,4,4,4,4,4,4,5,5,4,3,4,4,5,5,5,5,5,5,4,4,4,1,5,3,3,3,1,4,4,3,3,3,3,3,3,3,3,3,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,7,6,2,5,5,4,6,5,8,7,5,6,2,7,7,5,5
64623,2019-10-09T13:35:19Z,R_dbDRKEULISneDgB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63734,2019-10-09T15:55:11Z,R_1j7jJXOO4LOe5tQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63825,2019-10-11T16:06:08Z,R_SBOy4OUErrTO5cB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63464,2019-10-18T16:44:40Z,R_zSakILS9LJfSZax,4,1,2,1,2,4,2,1,1,2,2,1,2,1,1,4,4,4,4,4,4,4,1,5,4,4,2,3,4,4,4,4,4,5,4,1,1,1,1,1,5,4,2,3,5,1,1,2,2,3,1,4,1,4,5,1,3,3,3,3,3,3,3,1,5,1,3,12,9,12,6,12,6,12,6,5,7,6,7,2,8,1,6,7,8,1,2,6,5,7,5,8,5
64595,2019-10-11T17:20:00Z,R_e9hibc0HrXNP18l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64208,2019-10-11T17:31:38Z,R_UnEVtkmRPASS7At,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65128,2019-10-18T20:18:31Z,R_2aCSuU59JNISFDu,3,3,3,1,3,4,3,1,1,2,2,2,3,5,3,1,1,3,4,5,1,4,1,4,4,2,3,4,3,1,4,5,4,4,1,1,4,4,2,3,3,2,2,4,4,2,2,1,5,4,1,4,2,2,3,1,1,1,1,1,5,1,1,1,5,5,2,11,7,11,7,11,7,7,6,4,3,5,6,2,4,5,3,3,7,5,4,1,6,8,4,6,3
63464,2019-10-18T23:03:55Z,R_ThMZALGD21HVOo1,3,3,2,1,2,4,2,1,1,2,2,2,2,2,3,1,1,1,1,3,1,1,1,4,4,4,4,4,4,4,4,4,4,5,1,1,1,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,3,3,3,3,12,6,12,6,12,6,12,6,5,7,5,2,5,8,1,6,3,8,1,7,6,1,7,7,7,5
63359,2019-10-19T17:49:55Z,R_1ruejJ8TtEELrLt,3,2,3,1,3,4,3,1,2,2,1,1,2,5,4,2,2,3,4,5,1,4,2,4,4,2,2,4,4,2,5,4,5,1,1,2,2,4,2,2,4,5,2,3,3,1,1,1,5,2,2,5,1,1,5,3,1,3,1,4,4,1,2,3,5,2,2,10,8,8,8,10,8,10,8,5,7,6,2,1,6,1,1,5,8,2,5,4,4,7,5,6,5
65822,2019-10-14T17:53:26Z,R_3CW04pV0HbQONrH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64138,2019-10-18T14:17:17Z,R_1K3vYT1G8bbH2lg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64698,2019-10-26T17:31:54Z,R_10JdGMZdm6LhqXa,3,2,2,1,3,1,3,2,2,2,2,4,2,2,3,1,4,3,4,2,1,3,1,4,4,2,2,3,2,3,4,3,4,1,3,2,2,4,2,5,4,4,2,3,4,3,2,1,2,3,3,3,2,5,3,3,3,4,5,4,3,1,5,1,5,1,1,10,7,10,6,10,7,9,8,5,7,6,2,1,8,1,6,5,8,7,6,6,5,7,3,6,5
63796,2019-10-20T00:31:28Z,R_3kjp29ncv5afkop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65709,2019-10-28T13:24:13Z,R_20THRiMiFl5N8Z6,4,4,3,3,3,3,3,2,2,3,3,3,3,3,3,2,4,2,5,4,1,5,2,2,2,3,2,4,5,4,4,5,4,5,1,1,5,4,1,3,4,5,3,3,4,4,2,1,4,2,4,4,1,2,3,2,3,3,3,4,4,2,3,2,4,2,2,6,8,7,10,7,10,8,8,5,7,6,2,1,8,2,6,5,8,7,5,6,5,7,5,6,5
63453,2019-10-21T23:09:45Z,R_1HcJXvA9PHEzAW0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64598,2019-10-23T22:52:07Z,R_2xXkH6WF9Ph2Do8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65113,2019-11-01T14:50:07Z,R_3pccjE7KUaIURDJ,4,1,2,1,3,4,2,1,1,2,2,3,2,4,4,2,2,2,3,5,1,4,5,4,4,3,3,4,2,2,5,4,5,4,3,1,3,2,3,3,3,3,2,4,4,3,1,4,5,1,1,5,4,3,5,3,3,4,1,5,5,1,1,2,5,5,4,11,7,11,8,12,7,12,7,6,5,7,1,8,7,6,4,7,6,4,2,7,5,5,8,6,8
63821,2019-10-25T21:21:08Z,R_2tajNon1Sh3XPtw,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6,2,7,5,2,6,5,8,7,7,6,2,7,5,7,5
65709,2019-10-28T16:28:38Z,R_1eENvUDO6muS8Tr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64077,2019-10-28T19:37:54Z,R_1ONtsUFebTjkv5x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63494,2019-10-28T21:57:39Z,R_dbPiopyLkeVRtWV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64096,2019-11-04T23:30:22Z,R_1Qo9KtqylVo2src,2,3,2,2,2,4,2,3,2,3,3,3,3,3,3,3,4,3,2,4,3,2,3,3,4,3,2,3,4,3,3,2,3,3,4,3,3,3,2,3,3,4,3,4,3,3,3,3,3,3,2,4,4,3,3,1,2,2,3,4,3,1,3,1,4,5,4,11,7,9,8,9,10,9,8,7,6,6,6,5,6,6,8,2,8,5,3,5,3,8,3,3,3
64288,2019-11-05T20:18:47Z,R_1BR87iRLFZpOQqE,2,2,4,2,3,2,4,1,1,1,1,1,1,2,2,1,1,4,4,2,2,5,4,4,4,1,1,2,4,1,4,4,4,5,1,2,3,4,1,1,1,4,1,4,4,1,1,3,3,4,3,4,3,2,4,1,3,4,2,4,1,1,4,1,5,1,1,10,10,10,10,10,10,10,10,4,3,3,3,1,8,2,8,2,4,7,2,6,6,3,6,4,7
64288,2019-11-05T20:25:13Z,R_1IXaNuW1QQjfVcX,3,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,5,3,3,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,10,10,10,2,5,8,2,4,6,4,2,1,3,3,4,5,2,4,6,7,7
64299,2019-11-06T12:06:12Z,R_3ERJRgoW2y8WtS5,3,4,3,1,4,4,4,2,1,3,4,2,4,4,3,2,3,3,3,4,3,4,3,4,3,2,2,2,3,4,2,3,4,1,2,1,3,2,2,2,3,5,3,4,4,3,1,4,4,3,3,4,1,2,4,2,2,4,1,4,4,1,1,3,5,4,3,11,7,11,7,11,7,11,7,7,2,5,2,1,6,6,1,3,8,7,3,1,7,4,1,8,5
65276,2019-11-06T22:56:44Z,R_1GNPp0FsubKvuL6,2,2,3,3,3,2,2,2,2,2,2,2,4,4,4,2,2,3,3,3,2,2,3,3,2,2,3,4,3,3,2,2,2,5,4,4,3,2,2,2,2,2,3,3,3,3,2,2,3,2,3,2,3,2,2,4,4,3,2,3,3,3,3,3,3,2,2,10,8,10,8,10,8,10,8,7,7,3,6,5,5,2,2,3,4,2,8,3,2,7,4,7,1
64163,2019-11-07T12:45:18Z,R_2Vxyrviv5WXrqum,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,8,8,5,6,8,2,4,8,5,8,8,3,4,1,3,2,6,8
65031,2019-11-07T16:41:24Z,R_1llSy0pht7rXCX4,3,4,3,1,4,4,4,1,1,1,1,1,2,2,2,2,2,4,2,5,4,5,2,4,3,2,2,3,1,2,3,4,4,5,4,1,3,3,3,4,2,4,2,4,4,3,2,5,5,3,1,4,5,3,4,3,2,2,1,2,4,1,3,4,5,4,2,12,6,10,6,12,6,12,6,8,2,8,3,1,3,7,6,5,7,7,4,8,2,7,4,6,4
64227,2019-11-08T21:30:15Z,R_31T9KEdWopIBElS,3,2,3,1,3,4,1,1,1,3,2,4,4,1,5,1,2,3,4,5,3,4,3,4,4,3,3,4,3,2,3,3,4,3,2,3,2,4,3,3,3,2,1,4,4,2,2,3,4,4,2,4,2,2,5,1,1,4,5,5,4,1,3,1,3,3,2,11,9,8,8,8,9,9,8,3,3,2,2,6,4,7,6,7,8,6,4,4,2,8,7,5,5
64639,2019-11-02T16:59:24Z,R_2veRFVCvd7GQzs7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65070,2019-11-10T16:33:09Z,R_3GjLbjNOkPYxwzz,3,3,2,1,3,4,3,1,2,2,2,3,3,2,2,3,4,4,4,4,4,4,3,4,4,2,4,4,2,2,3,4,4,1,4,2,2,4,2,4,4,4,2,4,4,3,1,1,4,1,2,4,1,2,4,2,2,3,2,3,4,1,1,1,5,2,1,10,7,10,7,10,7,10,7,5,2,6,2,1,3,1,6,5,8,1,4,6,5,7,3,5,4
