participant_id,semester_phase,participant_id_dataset,semester_id,date,year,academic_year,semester,first_day_of_the_semester,dataset_of_origin,source,grit_overall,grit_interest,grit_effort,matrices_hit_rate,ucmrt_hit_rate,sandia_matrices_hit_rate,neuroticism_score,extraversion_score,conscientiousness_score,openness_score,agreeableness_score,adhd_clinical,adhd_total,growth_mindset_score
sep_3_0770,end,r_1fmp7hcgccemuzr,fall_2020,2020-12-07T15:30:51Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.5,3.5,3.5,0.722222222,0.777777778,0.666666667,3.9,3.4,4.8,4.7,3.6,no,1,5
sep_3_0773,end,r_1kxbsmzf4f30qzk,fall_2020,2020-12-07T17:00:32Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,2.5,2.75,0.833333333,0.888888889,0.777777778,3.2,2.5,4.1,3.5,3.5,no,1,4
sep_3_0774,end,r_3fbu0ywk9pqwusv,fall_2020,2020-12-07T17:18:56Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.125,3.25,3,0.388888889,0.444444444,0.333333333,3.6,4.4,3.1,3.4,4,no,3,5.625
sep_3_0775,end,r_1dya93twzufkmov,fall_2020,2020-12-07T18:21:09Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3,2.5,3.5,0.555555556,0.555555556,0.555555556,1.8,2.4,3,3.1,3.8,yes,4,3.875
sep_3_0776,end,r_1nfshpptv74cixl,fall_2020,2020-12-07T20:40:47Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,1.5,1.25,1.75,0.611111111,0.777777778,0.444444444,4.4,3.9,1.7,4.3,2.1,yes,5,3.625
sep_3_0779,end,r_25rdxn5idb7orio,fall_2020,2020-12-07T23:08:56Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.5,2.5,2.5,0.722222222,0.777777778,0.666666667,2.8,2.7,3.3,3.8,3.5,no,3,5.5
sep_3_0780,end,r_2taowrb1ybgekxg,fall_2020,2020-12-08T00:13:14Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.75,2.25,3.25,0.555555556,0.666666667,0.444444444,2.8,2.8,2.8,3.4,4.1,yes,5,5.5
sep_3_0781,end,r_29tgzzmbgrivpzf,fall_2020,2020-12-08T12:52:40Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.125,3.75,2.5,0.555555556,0.666666667,0.444444444,2.6,3.5,4.3,3.3,4.2,no,1,5.625
sep_3_0783,end,r_tpvrcvh3orj04ed,fall_2020,2020-12-08T20:01:54Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.125,1.75,2.5,0.888888889,0.777777778,1,3.1,3.5,3.2,3.5,3.4,no,3,6
sep_3_0784,end,r_2wmdeboy3bkrmym,fall_2020,2020-12-08T21:39:02Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.5,2.25,2.75,0.444444444,0.444444444,0.444444444,3.3,3.4,2.8,3.7,4.6,yes,4,6.25
sep_3_0785,end,r_2e3nwit72esayde,fall_2020,2020-12-08T22:45:43Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3,2.75,3.25,0.055555556,0.111111111,0,2.8,4.1,3.2,3.4,4.1,yes,4,3.75
sep_3_0786,end,r_22vs1ldraed272s,fall_2020,2020-12-09T01:17:40Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.75,2.5,3,0.277777778,0.111111111,0.444444444,2.4,3.6,3.9,2.9,3.7,no,0,NA
sep_3_0787,end,r_1is0j8my187lfam,fall_2020,2020-12-09T01:30:19Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.625,3.25,4,0.5,0.555555556,0.444444444,2.2,3.8,3.4,3.6,3.3,no,2,6.875
sep_3_0791,end,r_3spjo0ie5n3rz5x,fall_2020,2020-12-09T12:49:33Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.875,2.75,3,0.5,0.777777778,0.222222222,2.2,4.7,3,4.8,4.1,yes,4,6.5
sep_3_0793,end,r_pzifjlcfesm203d,fall_2020,2020-12-09T14:38:54Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,3.5,1.75,0.722222222,0.777777778,0.666666667,1.9,2.5,2.2,2.9,4.1,no,0,3.375
sep_3_0795,end,r_tanu5hhlayqunup,fall_2020,2020-12-10T00:20:41Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,2.25,3,0.722222222,0.777777778,0.666666667,2.7,4,2.3,4.2,4.3,no,3,3.625
sep_3_0796,end,r_2x1mq6vswblhpjs,fall_2020,2020-12-10T03:09:34Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,1.75,2,1.5,1,1,1,3.4,3,1.7,4.9,3.5,yes,5,4.875
sep_3_0798,end,r_7v8xeubidt0wx4l,fall_2020,2020-12-10T11:35:43Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.375,3.25,3.5,0.5,0.333333333,0.666666667,2.5,5,3.6,4.1,4.5,no,3,6.125
sep_3_0800,end,r_29u1pq2wfwqfrwl,fall_2020,2020-12-10T12:39:50Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.375,1.5,3.25,0.666666667,0.777777778,0.555555556,1.5,2.9,3.7,3.7,3.8,yes,4,7
sep_3_0801,end,r_2wmk9gnxqyrbtqy,fall_2020,2020-12-10T14:02:38Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,1.75,1.75,1.75,0.777777778,0.777777778,0.777777778,3.2,3.6,2.8,4.2,3.1,yes,4,4.125
sep_3_0802,end,r_2wtmde4az9qd8gd,fall_2020,2020-12-10T14:20:50Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.25,2.25,2.25,0.833333333,0.666666667,1,2.8,3,2.3,2.9,2.6,no,2,3.5
sep_3_0803,end,r_2qhxqehgazbypsu,fall_2020,2020-12-10T15:42:35Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,1.875,1,2.75,0.666666667,0.666666667,0.666666667,2.4,4.9,4.2,4.7,3.5,no,3,6.25
sep_3_0804,end,r_2fhfnwhx2qkbymg,fall_2020,2020-12-10T15:52:36Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,1.375,1.5,1.25,0.777777778,0.888888889,0.666666667,2.8,4,2.3,3.2,3.7,yes,5,5.75
sep_3_0806,end,r_w4wcl0pwtxmcnen,fall_2020,2020-12-10T16:51:51Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3,3.25,2.75,0.666666667,0.777777778,0.555555556,4.2,2.6,3.7,2.8,4.3,no,0,3.875
sep_3_0807,end,r_3rmbyiqenhysq4q,fall_2020,2020-12-10T17:05:53Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.25,2.25,2.25,0.722222222,0.888888889,0.555555556,2.9,3.2,3,4.2,3.6,yes,6,5
sep_3_0808,end,r_2upptszvvoqgnnk,fall_2020,2020-12-10T17:19:33Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.375,3.25,3.5,0.888888889,0.888888889,0.888888889,2.7,3.2,4,3.7,3.8,no,2,4.125
sep_3_0810,end,r_2h5yrylwvtqgisb,fall_2020,2020-12-10T18:12:51Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.125,3,3.25,0.611111111,0.666666667,0.555555556,2.3,4.3,3.6,4.2,4,no,1,5.25
sep_3_0812,end,r_xzxm1d1rsbo1ylx,fall_2020,2020-12-11T13:14:44Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.375,3.5,3.25,0.388888889,0.222222222,0.555555556,2.1,3.7,3.8,4.3,3.7,no,2,4.625
sep_3_0814,end,r_3l2cprf9ew1ymb0,fall_2020,2020-12-11T14:58:51Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.625,3.5,3.75,0.888888889,0.888888889,0.888888889,1.1,2.4,4.8,4.1,3.8,no,3,6.75
sep_3_0815,end,r_2d8mnotctv24xyg,fall_2020,2020-12-11T15:52:05Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2,1.25,2.75,0.555555556,0.777777778,0.333333333,3.5,2.6,2.6,4.8,3.9,yes,4,6.75
sep_3_0816,end,r_9qqoobatt1yskkn,fall_2020,2020-12-11T17:41:55Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.5,2.75,2.25,0.611111111,0.555555556,0.666666667,4.6,1.8,2,2.7,3.3,yes,5,4.125
sep_3_0817,end,r_1oddjcgx2wtwb7t,fall_2020,2020-12-11T19:15:36Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.875,2.25,3.5,0.166666667,0.222222222,0.111111111,1.7,3.4,2.7,3.8,3.9,no,1,5
sep_3_0818,end,r_86bz2w9ir9lxzmd,fall_2020,2020-12-11T21:50:06Z,2020,2020_2021,fall,9_2_2020,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.125,3,3.25,0.833333333,0.888888889,0.777777778,1.2,3.9,3.7,3.5,4.2,no,2,4.25
sep_3_0916,end,r_3qpcpz8bibh6o5d,spring_2021,2021-04-06T15:19:00Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.375,3.25,3.5,0.666666667,0.777777778,0.555555556,2,4.4,4.3,3.5,4.6,no,1,5.375
sep_3_0917,end,r_2wvg0d6tldbx1xl,spring_2021,2021-04-07T10:36:35Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.5,2.25,2.75,0.722222222,0.777777778,0.666666667,2.9,4,3.6,3.4,3.2,no,3,5.125
sep_3_0918,end,r_umimwrmdbdcgh5n,spring_2021,2021-04-07T18:10:44Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,2.5,2.75,0.722222222,0.888888889,0.555555556,2.5,4.3,3.3,4.5,3.6,no,3,6
sep_3_0919,end,r_2aksm2uzlnvlych,spring_2021,2021-04-08T14:34:34Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.25,2,2.5,0.388888889,0.555555556,0.222222222,3,3,3.2,3.7,3.7,yes,6,4
sep_3_0920,end,r_zrwg6hksxc9xwfb,spring_2021,2021-04-08T14:46:51Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.375,3,3.75,0.5,0.666666667,0.333333333,2.4,4.1,4.7,4.1,3.6,no,3,4.75
sep_3_0921,end,r_3j7rsqibqbqa68a,spring_2021,2021-04-08T16:19:09Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,2,3.25,0.277777778,0.333333333,0.222222222,2.6,3.3,4,4.4,3.7,no,2,7
sep_3_0922,end,r_2ukakro1q69qgti,spring_2021,2021-04-08T16:56:51Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.5,2.5,2.5,0.555555556,0.777777778,0.333333333,2.4,2.8,3.4,3.4,4.4,no,2,5
sep_3_0923,end,r_3n29sp8yvz5gwdg,spring_2021,2021-04-10T11:54:05Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3,2.75,3.25,0.611111111,0.555555556,0.666666667,1.7,3.5,4.3,4.1,4.2,no,0,5.5
sep_3_0924,end,r_3qinwunqfk9xbth,spring_2021,2021-04-12T14:48:33Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.375,3.25,3.5,0.277777778,0.111111111,0.444444444,2,3.7,4,3.4,4.2,no,2,5.25
sep_3_0926,end,r_r0txoldkw2ku1lh,spring_2021,2021-04-13T13:22:20Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3,2.75,3.25,0.277777778,0.333333333,0.222222222,2.5,4.1,4.3,3.6,3.4,no,2,4
sep_3_0928,end,r_2woyuphxkbdki2i,spring_2021,2021-04-13T20:23:34Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.125,3.25,3,0.666666667,0.888888889,0.444444444,2,4.3,3.8,4.4,4.5,no,2,5.25
sep_3_0929,end,r_2tr6axepjc7mvce,spring_2021,2021-04-13T21:33:44Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.75,2.5,3,0.777777778,0.777777778,0.777777778,1.5,3.7,2.9,2.6,4.2,yes,4,4.75
sep_3_0930,end,r_1ncvywmjegirrn0,spring_2021,2021-04-14T09:26:46Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.5,2.25,2.75,0.055555556,0,0.111111111,2.7,3,3.4,3.2,3.4,no,3,5.125
sep_3_0931,end,r_pnebnjz8g12msdb,spring_2021,2021-04-15T14:18:47Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2,2,2,0.666666667,0.777777778,0.555555556,4.3,2.1,1.7,3.8,3.6,yes,5,4.125
sep_3_0933,end,r_3qettpkrdxhmchr,spring_2021,2021-04-16T09:02:54Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.5,2.75,2.25,0.833333333,0.888888889,0.777777778,3.2,2,3,3.2,3.6,no,3,5.875
sep_3_0934,end,r_20zld6jrjhssvo8,spring_2021,2021-04-16T11:48:23Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.75,2.75,2.75,1,1,1,3.2,2.5,2.5,3.4,3.9,no,2,6.25
sep_3_0937,end,r_1ncaejsx9btixvo,spring_2021,2021-04-18T16:00:28Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,1,1,1,0.666666667,0.666666667,0.666666667,2,2.4,1.8,3.1,4,yes,5,7
sep_3_0938,end,r_3isdq8gjfaddc0u,spring_2021,2021-04-19T11:32:46Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3,3.25,2.75,0.222222222,0.333333333,0.111111111,3,2.7,4.1,3.7,4.1,no,3,5
sep_3_0940,end,r_u305z7vekmvki3f,spring_2021,2021-04-19T15:54:07Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.875,3,2.75,0.277777778,0.444444444,0.111111111,3.2,2.9,3.5,3.2,3.6,yes,4,4.5
sep_3_0941,end,r_3ldoispugkfxum5,spring_2021,2021-04-19T16:12:35Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,2.5,2.75,0.944444444,1,0.888888889,3.4,3.5,3.3,2.8,4.4,no,2,4.625
sep_3_0942,end,r_233p8lnmklgcjyk,spring_2021,2021-04-19T19:27:30Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.375,1.75,3,0.444444444,0.444444444,0.444444444,3.1,3.8,3.4,3.7,4,no,3,5.75
sep_3_0943,end,r_8k53zdav1vffnbt,spring_2021,2021-04-20T00:17:32Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,3,2.25,0.5,0.333333333,0.666666667,4.2,2.2,2.6,3.6,4.6,yes,5,5
sep_3_0944,end,r_24boxf44hvg155p,spring_2021,2021-04-21T01:13:27Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.25,3,3.5,0.444444444,0.444444444,0.444444444,2.5,4.6,3.4,3.4,4.1,no,2,6.75
sep_3_0945,end,r_tbvchcfoxg1nd1d,spring_2021,2021-04-21T13:36:24Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.25,3.25,3.25,0.611111111,0.666666667,0.555555556,2.5,3.8,3.9,3.3,3.5,no,2,4.75
sep_3_0946,end,r_3htrwyaqthed1pa,spring_2021,2021-04-21T16:03:01Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3,3,3,0.333333333,0.444444444,0.222222222,2.7,4.1,4.1,3.3,3.5,yes,4,4.625
sep_3_0947,end,r_2aelvtggpm8jelv,spring_2021,2021-04-21T18:06:07Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.125,3.25,3,0.5,0.333333333,0.666666667,3,3.2,3.9,3.6,4,no,3,6.25
sep_3_0948,end,r_2zukb8ewytff1dl,spring_2021,2021-04-21T22:36:13Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.375,3.5,3.25,0.555555556,0.555555556,0.555555556,2.7,4.3,4.5,4,4,no,2,6.375
sep_3_0950,end,r_2uhhthz16h1sfix,spring_2021,2021-04-22T15:34:59Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,2.25,3,0.722222222,0.777777778,0.666666667,3,3.9,2.4,4.4,3.6,no,3,4.625
sep_3_0951,end,r_2czzeu7ldjyjwxc,spring_2021,2021-04-22T15:44:38Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.25,2.25,2.25,0.666666667,0.666666667,0.666666667,2.7,3.6,2.6,4.4,3.7,yes,5,4.25
sep_3_0952,end,r_86q9acipmifbw5j,spring_2021,2021-04-22T19:37:15Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,1.75,1.75,1.75,0.5,0.555555556,0.444444444,3.9,2.7,2.3,4.5,3.8,yes,5,4.875
sep_3_0954,end,r_sxaopat9etpryi5,spring_2021,2021-04-24T01:19:39Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,2.25,3,0.611111111,0.666666667,0.555555556,2.4,4.5,4.4,4.8,4,no,3,6.5
sep_3_0955,end,r_qr5f9gvwbssq27d,spring_2021,2021-04-24T11:01:23Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.5,2.25,2.75,0.111111111,0.111111111,0.111111111,3,3.7,4,3.9,3.4,no,2,7
sep_3_0957,end,r_rrimus6fqjulwkh,spring_2021,2021-04-24T22:44:12Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3,3.25,2.75,0.722222222,0.888888889,0.555555556,1.8,3,3.5,3.5,3.8,no,2,5
sep_3_0958,end,r_d0xfzxcgq0t5jip,spring_2021,2021-04-25T12:07:00Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.375,3.75,3,0.388888889,0.555555556,0.222222222,2.3,4.2,3.3,4.2,4.1,no,2,4.375
sep_3_0959,end,r_1gb9t5syxxtfifs,spring_2021,2021-04-25T21:00:08Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.375,3.5,3.25,0.277777778,0.333333333,0.222222222,1.5,3.5,3.6,3.6,3.7,yes,5,4.875
sep_3_0960,end,r_2yqu557geaewhu2,spring_2021,2021-04-26T08:36:36Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,2.5,2.75,0.722222222,0.888888889,0.555555556,1.8,2.9,3.9,2.8,4.4,no,1,3.5
sep_3_0961,end,r_2ywbgpbxd4dhdpc,spring_2021,2021-04-26T08:46:54Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.5,2.5,2.5,0.555555556,0.555555556,0.555555556,3.2,3,2.6,3.3,3.1,yes,4,2.75
sep_3_0962,end,r_3qfrxtpqphhg2lr,spring_2021,2021-04-26T10:33:15Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.375,3,1.75,0.722222222,0.777777778,0.666666667,1.9,2.8,3.6,2.9,4.3,no,3,6
sep_3_0965,end,r_3h0woqpllc0zm9d,spring_2021,2021-04-26T16:23:52Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.5,3,2,0.888888889,1,0.777777778,2.2,3.2,2.5,4.1,4.4,no,2,5
sep_3_0972,end,r_2axwgfurhksyolo,spring_2021,2021-04-27T15:19:37Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,1.875,1,2.75,0.611111111,0.666666667,0.555555556,2.2,4.5,2.7,4.3,4.6,yes,6,2.75
sep_3_0973,end,r_2s0krnwllch08cc,spring_2021,2021-04-27T17:26:38Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.75,1.75,3.75,0.444444444,0.555555556,0.333333333,2.3,3.2,2.8,3.5,4.6,yes,6,4.375
sep_3_0974,end,r_3nqpgsvr8yfatsw,spring_2021,2021-04-27T19:08:15Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.5,2.25,2.75,0.444444444,0.555555556,0.333333333,3.9,2.2,3.3,3.7,3.6,yes,5,7
sep_3_0976,end,r_2ritiemlagjgfwk,spring_2021,2021-04-28T00:04:28Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,2,3.25,0.166666667,0.222222222,0.111111111,2.6,4,4.5,4.5,3.5,no,3,4
sep_3_0977,end,r_3j6ggojt7req3mm,spring_2021,2021-04-28T00:29:02Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,2.75,2.5,0.444444444,0.444444444,0.444444444,2.5,2.4,2.5,3.9,3.6,yes,4,4.375
sep_3_0980,end,r_rkedvl4t0tcmwed,spring_2021,2021-04-28T15:19:17Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.625,3.25,2,0.222222222,0.111111111,0.333333333,2.8,2.5,2.8,2.3,3.3,no,3,3.125
sep_3_0981,end,r_1dtgcl9lhvr5rci,spring_2021,2021-04-28T15:55:50Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.5,3.25,3.75,0.666666667,0.666666667,0.666666667,1.6,3.6,4.3,4,4.5,no,2,5.5
sep_3_0983,end,r_2dul4w0jblmueva,spring_2021,2021-04-28T19:12:40Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.5,3,4,0.666666667,0.777777778,0.555555556,2.6,3.4,4.1,4.5,3.9,no,3,6.5
sep_3_0986,end,r_1lilkwypxje0zxo,spring_2021,2021-04-29T00:19:45Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.125,3.25,3,0.833333333,1,0.666666667,3.1,3.3,3.4,3.9,4.2,no,3,5.5
sep_3_0987,end,r_2rohioimta4mud6,spring_2021,2021-04-29T10:56:26Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.75,3.75,3.75,0.111111111,0.111111111,0.111111111,3.8,3.4,3.3,3.1,3.3,no,2,2.875
sep_3_0988,end,r_2uez6htteqid56j,spring_2021,2021-04-29T11:05:18Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3,2.75,3.25,0.555555556,0.555555556,0.555555556,2.9,4.8,3.9,4.3,4.2,no,2,4.625
sep_3_0989,end,r_dpzy2xtdrh00far,spring_2021,2021-04-29T12:50:21Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.75,2,3.5,0.555555556,0.555555556,0.555555556,2.8,3.2,4.1,3.8,3.8,no,2,5.875
sep_3_0990,end,r_e2gxayk1ms0m6ax,spring_2021,2021-04-29T13:52:59Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.375,3.25,3.5,0.277777778,0.222222222,0.333333333,1.7,3,4.3,4,3.8,no,0,4.625
sep_3_0991,end,r_1hk86hzrt5jrdnh,spring_2021,2021-04-29T15:00:58Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.375,3.75,3,0.5,0.666666667,0.333333333,3,3.6,3.7,3.5,3.6,no,1,3.5
sep_3_0992,end,r_1cvcg1fuzmzzrod,spring_2021,2021-04-29T16:34:02Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.875,2.5,3.25,0.555555556,0.555555556,0.555555556,2.8,4,3.7,3.3,4.2,yes,5,5
sep_3_0993,end,r_3mlhw9iyo3mp12q,spring_2021,2021-04-29T16:48:38Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.75,2.25,3.25,0.277777778,0.222222222,0.333333333,2.5,3.4,3.5,4.5,4.4,yes,6,5.875
sep_3_0994,end,r_d5u3ib2iknpi1c9,spring_2021,2021-04-29T17:43:58Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.5,4,1,0.055555556,0,0.111111111,2.1,2.9,3.9,4.4,2.5,yes,4,4
sep_3_0998,end,r_0evio9egc0gb2gh,spring_2021,2021-04-29T19:23:08Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.375,2.5,2.25,0.333333333,0.333333333,0.333333333,3.4,3.3,3,3.8,2.7,no,2,3.75
sep_3_0999,end,r_a9kst7fx0nmjyrt,spring_2021,2021-04-29T22:30:40Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.75,3.5,2,0.777777778,0.888888889,0.666666667,2.5,3,4,3.3,3.9,yes,4,5
sep_3_1000,end,r_bjwv5099urrza9b,spring_2021,2021-04-30T12:24:20Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,3.125,2.5,3.75,0.5,0.555555556,0.444444444,1.3,3.5,4.2,2.9,4.1,no,2,5.125
sep_3_1001,end,r_3m3yp2ns0cfzt0o,spring_2021,2021-04-30T13:12:32Z,2021,2020_2021,spring,1_19_2021,2017_2023_generic_post_survey,post_study_survey_2020_2021,2.875,3,2.75,0.555555556,0.777777778,0.333333333,2.4,2.4,3,3.4,4,no,2,5.625
